hsyk1**|좋아요! 허리가 크다고 해서 좀 걱정했는데 저한텐 딱맞고 좋네요 ㅋㅋㅋ 얇고 편해요!
duehgus1**|어깨가 너무너무 파였어요..사진으로 봤을땐 안그랬는데 실제로 배달 온 옷을 보니까 어깨가 너무 파여서 쇄골도 다 보이고 속옷끈까지 다 보여서...엄청 기대하고 시킨 옷인데 너무 파여서 못 입고 있어요ㅠㅠ파인거 꺼리시는 분들 참고하시고 사시면 좋을거같아요!!
reader99**|깔끔하고 이뻐요 근데 핏이 살짝 어벙할수도 있어요ㅜ!!
leemy06**|우와...이거진짜 맘에들어요ㅠㅠ 얇아서 지금같은 더위에 햇볓도 막아주는데 통풍도 잘되고. 안에 나시하나입고 입으면 딱 좋은 니트에요. 물론 겨울에는 속에 긴팔을 입으면 되겟죠!!소매가 넓어서 여리여리 해보이고 넣어입기에 딱 적당한 길이구요. 추천해요
reader99**|핏도 이쁘고 꽉끼지않아서 좋아요 깔끔하고요^0^
duehgus1**|많이 비쳐요. 진짜 많이 비치고 속바지 입어도 비치고 그냥 비침의 향연이네요 환불요청 하려다가 시간 없어서 그냥 뒀는데 이건 뭐 어떻게 할 수도 없는 정도의 비침이네요 비침 신경쓰이시는 분들은 한번 더 생각해보시고 사는게 좋으실거같아요.
leemy06**|아..이제품은 나온 사진보다 밑이 길어서..엄청 길더라구요. 저는 그냥 소매만 조금 길고 그런 줄 알고 샀는데 밑이 길어서 밴딩바지를 입었을 때 넣어입기가 불편했어요. 그래도 치마랑 넣어입으면 소매자체가 길어서 여유있고 편해요!! 잘 활용하시면 될듯요
reader99**|밑에가 살짝 뜨는것빼고는 편해요!!!
duehgus1**|음 목부분 처리가 신기해서 주문했는데 막상 배달 온 옷 상태를 보니까 굉장히...음...많이 늘어나있고 그랬어요 누가 입은 옷 배달 온 줄 알았네요...배송도 1주일이 넘게 걸려서 화가 좀 많이 나있는 상태였는데 옷 상태도 별로여서 앞으로 티는 조금 생각 하고 시키려구요...
leemy06**|엄청 기본템이긴 한데 집에 치마가 스판재질이 아닌 H라인 스커트밖에 없어서 구매했어요!!!받고 입어보니 길이감도 괜찮고..그렇게 막 짧진 않아요. 노출에 부담있으신 분들 걱정 없이 사도 될만큼? 그리고 스판이라 참 편하더라구요. 기본템이라 잘 활용중입니다.
ggrksw**|ㅋㅋㅋㅋㅋㅋ에코백색이 너무예뻐요ㅠㅠㅠ늦게입고되서 걱정이였는데 부분배송해주시는 배려에 진짜감동 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ근데 진짜 색이나디자인이 너무예뻐서두번반했습니다ㅠㅠ근데가격도착해ㅠㅠㅠㅠ대박소재도좋은거같구 마무리도 잘되서왔더라구요!감사드려요
duehgus1**|예뻐요!! 그냥 남방처럼 입어도 예쁘고 모델처럼 단추 다 잠궈서 입어도 정말 예뻐요 첨에는 살까말까 고민 좀 많이했는데 정말 예쁜거같아요
duehgus1**|허리가 크다는 후기는 봤는데 진짜로 허리가 크더라구요 많이..제가 좀 오리궁댕이인데도 M사이즈가 저한테 컸어요. 이것만 빼면 천 재질도 시원하고 보들보들 좋았어요 통풍 잘 되는 느낌이라 여름에도 잘 입을거같네요ㅎㅎ
ggrksw**|ㅋㅋㅋ진짜 짱이쁨 ㅠㅠㅠㅠㅠㅠㅠ왠지 여리여리한기분이고 ㅠㅠㅠ봄에 기분낼때 입기좋은거같아요소재도 두꺼워서 좋았음ㅋㅋㅋ
leemy06**|빨아서 입어도 엄청 쫀쫀해서 입었을 떄 느낌이 좋아요. 이게 재질도 면이 편한면이라 쫙 붙는 그느낌이 참 좋은거같아요! 그런데 배에 살이있으니까 조금 부담스럽기는 하지만 여기 피팅모델분이 입으신 대로 청난방을 저렇게 걸치면 부담스럽지 않고 딱 이쁘게 입을수 있어요. 추천해요~
ggrksw**|ㅋㅋㅋㅋ시원한소재라 좋아요!!편할듯 근데 팔이 생각보다 널널하진 않더라구요ㅠㅠ열심히 살빼서 더 이쁘게입겠습니다ㅠㅠ하하하
duehgus1**|끝 마무리가 귀엽네요ㅎㅎ 천 재질이 쫀쫀하니 특이해서 더 맘에 들어요 잘 입을게요
ggrksw**|ㅋㅋㅋ저한테는 목이 너무 답답하더라구요ㅠㅠㅠ쫌파인넥을 좋아하는데 미처 못봤어요ㅠㅠ근데 색감자체가 이뻐서 반품안하고 입으려구요아무데나 매치하기 좋을거같아요1
duehgus1**|쫀쫀하니 괜찮아요!! 통풍이 잘 될거같아서 여름에도 많이 덥지 않을거같아요
ggrksw**|이쁨 진짜이쁨엄청부담스럽지도않고이뻐욬ㅋㅋㅋㅋ아무데나입기도편하고!배송오고나서도열심히입었어옄ㅋㅋㅋ
lejange**|평소에도 청치마를 사고싶었는데 치마끝부분에 올풀림이 있어서 여성스럽게 입기 딱인거같아요!!그리고 스판재질이라서 그런지 편하고 활동하기 좋아서 잘산거같아요!!디자인도 맘에들고 가격도 너무 비싸지도 않아서정말 맘에드는 치마인거같아요!!길이도 딱이구요!!ㅎㅎ
ggrksw**|너무예뻐요!!30~32입어서 XL샀는데부담스럽지도않고핏도 예뻐요 ㅋㅋㅋ와이드도 아니라서 이쁘더라구요 근데 얇아서 주름이 잘질거같은데 주의하려구요ㅠㅠㅠㅠ
dnwn**|아..사진이안올라가네요..아쉽실버가 이쁜거같아요!!^^완전저렴하게살수있어서 개이득!!!!♡제가 손은작은데 손에살이많아요그래도 굵다하더라도 조절가능해서 누구나낄수있는거같아요좋아요 너무^^!!!!요런디자인 나오면 또구매할께여~^^
choi97**|오자마자 티에 냄새가.....약간 똥 냄새...?.....빨면 없어짐 ㅎㅎ 그냥 무작정 샀는데 색상은 조금 어두운데 그래도 이뻐요 연청스키니랑 잘어울림 반바지도~ 진짜더운날에는 못입을듯 쪼끔 두꺼움 그래도 나름 예 뻐여♡♡♡
lejange**|전체적으로 원피스가 스판재질이여서 편하구요~봄느낌들게 꽃무늬가 있어서 깔끔하게 입을수있을꺼같아요!!데이트룩으로 딱인거 같아서 자주 입을꺼같아요ㅎㅎ목부분에 프릴이있어서 디게 이쁜 원피스같아요ㅎㅎ그리고 기장이 조금 짧은거같아서 조심해야될꺼같아요!!전체적으로는 맘에 들어요ㅎㅎ
choi97**|진짜 쫀쫀함!! s지만 잘안붙을줄 알았는데 라인 드러나게 짱 잘나옴!!  진짜 청치마  짱 ♡  아쉬운점은 그닥 없는데 밑단이 조금 ..... 그래도 이쁨!!.......♡진짜 청치마는 사랑 입니당두께 적당함~ ~~ 모든티에 잘 어울림 추천이용
lejange**|목부분과 팔부분에 포인트가 있어서 나름 이쁘고 키가 작거나 마른분들은 박시하게 입을수있어서 편한거같아요ㅎㅎ그리고 재질이 좀 두꺼워서 봄정도에는 입을수있을꺼같은데 한여름에 입으면 더울꺼같아서 조금 아쉽네요ㅠㅠ그래도맨투맨느낌이드는 반팔티를 사고싶었는데 잘산거같아서 괜찮은거같아요!!
skang**|평소에 입는 26사이즈로 주문했는데 색도 마음에 들고 입었을 때 생각보다 편해서 놀랐어욯!! 헤짐있는 부분도 마음에 들고 갈이도 저한테는 딱 맞았던거 같아욯!!평소에도 부담없이 자주 입을 수 있을 것 같아욯!! 배송도 빨라서 만족합니닿!
lejange**|제가 아무래도 아이보리색이라서 비침은 꽤 있는거같아요.그리고 끈 끝부분이 풀리는게 약간은 있더라구요!!그리고 끈을 묶었을때 리본이 제대로 모양이 이쁘게 안잡혀서 아쉽긴하지만 약간의 크롭기장이고 하늘하늘 거리는게 디게이쁘구 맘에들더라구요ㅎㅎ아일렛티를 사고싶었는데 이쁘게 잘산거같아서 마음에 들어요~ㅎㅎ
skang**|저는 남은 색상이 핑크밖에 없어서 핑크로 주문했느데 색상도 너무 마음에 들어요!! 날씨가 약간 선선할 때는 아직까지도 입어도 될꺼 같아욯!! 폼도 넉넉해서 움직이기도 편하고 길이감도 괜찮았던거 같아욯!! 배송도 빨라서 좋았어욯~~
thgml123**|완젼짱짱이쁨 ♡♡그래서거의 고고싱에서만 옷을사여ㅎㅎ많이파세여ㅎ
skang**|저는 230 정 사이즈로 아이보리 색으로 주문했는데 딱 맞았어요!! 신었을 때 발도 편하고 오래 신고 있어도 불편하지 않고 편했어요! 다른 상품이랑 같이 주문했는데 역시 고고싱 답게 배송도 나름 빨리 와서 평소에 잘 신고 다녀욯!!감사합니닿!
zdpdms1**|안에가 와인색이라 더 세련되보여요 만족!!
zdpdms1**|이뻐요!! 조금흐물거리긴하지만 가격대비이쁘고 막매기좋을듯!!
skhan2**|루즈하게 입고 싶어서 M사이즈를 선택했는데 너무 길고 커서 오히려 핏이 안나왔네요ㅠ 수선할까 고민하다가 그냥 S사이즈로 바꾸려구요!!!재질이나 그런 것들은 좋은것같았어요 제대로된 사이즈 입으면 잘 입고다닐것ㅅ같아요ㅋㅋㅋㅋ
zdpdms1**|색도이쁘고 다이쁜대 허리가너무커요 ㅠㅜ다들 스키니같다고 해서M삿는데 s살걸그랫어요픂ㅍㅍㅍㅍㅍ.  퓨ㅠㅠㅠㅠㅠ
skhan2**|중청ㅅ 색상의 반바지를 원래 갖고있어서 진청에가까운 바지를 사고싶었는데 화면에 보이는 색보다 밝아서 똑같은 색이 두개됐네요ㅠ 완전히 에이라인 핏은 아니었지만 핏 자체는 괜찮ㅎ아요!// 가격대비 괜찮은 바지라고 생각합니닿ㅎㅎㅎㅎ
skhan2**|편하게 입으려했는데 생각보다 밑단이 짧았네요ㅠㅜㅜ 그치만 입을만해요../ 가격대비로는 만족하지만 앉았다 일어날 때 구김이 생겨서 신경써주어야 할 것 같아요!!!화이트는 비침이 있는건지 없는건지 ㅣ헷갈려요 애매하네요 ㅋㅋㅋ
binsist**|원래 27~28 입는데 L 을 시켰거든요 허벅지에 살이 많은편이라 고민하다 산건데 딱 맞아요 쫌 널널할꺼라 예상한 제 생각이 빗나갔네요....암튼 헤짐 부분도 예쁘고 길이도 마음에 들어요 다만 사이즈 미쓰 ㅠㅠ 쫌 불편해요 걸을때... 몇번 쫌 빨다 보면 괜찮아 질꺼라 믿고...잘입겠습니다 ! 하이웨스트다 보니까 배꼽 위?까지오거든요 그러다보니까 밥먹고 나면 큰일나요.... 분명 다리부분처럼보여야할곳이 배가 튀어나오니...훔 숨참고 잘입어볼께요 감사합니다 헣허
rudwls01**|캬~~~ 이거 넘넘 잘산거 같아요!!! 저는 치마는 너무 짧아서 안입고 티셔츠는 정말 잘 입고 있어요. 팔부분은 박스티처럼 팔 접히는 부분 조금 위에까지 와서 편하구 크롭티라고는 하지만 그렇게 짧진 않아서 청스커트 좀 올려입고 입으면 이쁘더라구요~,~ 잘입겠습니다! 저는 블랙으로 샀어옇ㅎㅎ
rudwls01**|ㅎㅎㅎ 이거 검정살까 흰색살까 고민 많이하다가 검정샀는데 흰색 살걸 후회되요ㅠㅠ 하지만 검정도 예쁘답니다~~~ 정말 크롭티에요^^ 하이웨스트에다가 안 입으면 살이 많이 보이드라구여 재질은 면 아닌거 아시죵??!! 디쟈인은 전체적으로 깔끔하고 예쁜것 같아요 잘입겠습다^^!
bebe08**|슬랙스 어디서살까 고민하다가 이 상품이 후기가 2천개가 넘더라구요 ㅋㅋㅋ그래서 주문!하고 받아봤는데 제가 다리가 두꺼워서 슬랙스가 스키니가 될까봐 걱정했는데 그냥 적당해요! 저는 골반이랑 허벅지때문에 29~30입어서 L사이즈샀어요! M샀으면 조금 끼지않았을까 싶은데 L사이즈는 다리는 맞는데 허리가 좀 커요ㅠㅠ흘러내릴까봐 걱정되네욯...쨋든 예뻐요! 사진처럼 바지 가운데 주름있을줄알았는데 제가 다리미로 만들어서 입으려구요ㅋㅋ 맘에들어여!
binsist**|고고싱에서 원피스 처음사보는데요 허리 밴딩 되어있는것도 좋고 끈까지 따로 주신것도 감사한데 끈이 다 뜯어져서 왔어요ㅠㅠ 아 그리고 가슴부분이 꽉 쪼이는 느낌이 들어요 그래도 하늘하늘하니 예쁩니당! 안타까운건 제 몸뚱아리네요 들어갈곳이 들어가지 않아 일자 몸매...그래도 여자인척좀 해보게요 여름이니까 치마 ㅎㅎ....... 암튼 잘입을께요 예쁜옷보내주셔서 감사합니다~
sack24**|산지꽤됬는데 이제후기를남기게됫네용ㅜㅜㅜ이거기간잇는거아니죠?그레이색으로삿는데 봄에나가을에나 초겨울에입기좋을거같아용!!!가디건을안사서 별로없었는데 잘산거같네용 근데원래재질이 보풀이잘일어나기쉬운재질인가봐요 잘못하면보풀일어날거같아서 조마조마조마한것말군 잘산거같네용 이제두꺼워서안사시겟지만 만약고민중이시라면 가을에도잇으니까 사시길추천해드릴게용
bebe08**|원래 이런디자인 셔츠 너무갖고싶었는데 딱! 할인기간에 사서  좋아여~후기 갯수가 많길래 믿고샀는데 옷감도 괜찮고 무난하고 예뻐요!
ajdcjddl19**|이 가방 완전 편해요 에코백 전부터 사야지 사야지 했는데 마음에드는 디자인없어서 포기하고 있었는데 우염히 옷버다가 득템! 가격도 good!!! 내부도 넓어서 이것 저것 다 들어가요 끈 길이도 길어서 어깨에 매고 다니기도 편해요 수수한날 필수품
binsist**|배송이 진짜 빨랐어요 이틀전에 입금했는데 오늘 도착했구요 ! 입어보았는데 깔끔하고 가벼워요 팔부분이 긴것이 쫌 마음에 들지 않았는데 그래도 아무곳에나 입을수 있을꺼같아서 좋아요 ! 안에 아무것도 안입고 입으시면 쫌 비치고요 얇은 나시정도 입고 입으시면 괜찮을꺼같아요! 저렴한가격에 잘산거같아서 기분이 좋네요 ^0^! 다음에 또 애용 하겠습니다~~
sack24**|봄니트 라고해서삿는데 무난하고좋은것같아용!!!아무스키니진이나치마에도  잘어울리구 제일무난한스타일이라서 쉽게코디할수잇는것같아서 잘 산거같네용~길거리돌아다니면 이제품과비슷한디자인이많아서 당황할때도있지만 뭐...전그런거신경안쓰니깐용 오히려 이디자인이이뻐서 잘나간다고생각할게용 또애용하겠습니당
ajdcjddl19**|그냥 편하게 입을려고 샀는데 의외로 주뱐에서 어디서 샀냐고 물어보고 이쁘다고하네요 청비지에도 치마에도 슬랙스에도 어떤 하의든 무난하게 잘 어울리는 티에요 이 옷 잘 입고다녀요 근데 아쉽게도 자주 입고 자주 세탁하니깐 목부분이 믾이 늘어났어요
sack24**|요번에 산지오래됫는데일하느라바빠서 이제야 후기를쓰게되엇네용ㅜㅜㅜ입기전에는잘몰랏는데 입을때 목이너무짱짱짱해서 화장품이묻어나요ㅜㅜㅜ그래도 옷이너무이뻐요!!!넥부분이헐렁한것보단괜찮은거같아요~항상옷살때 고고싱에서먼저옷을구경하는데 가끔씩 하자나는거오는것말곤 괜찮은거같아요 고민하시구잇는분들 얼른사세용후회안하실거여ㅏ용
binsist**|가격에 비해 만족해요 길이가 길고 팔부분이 길다는것 빼곤 심플하고 예뻐서 좋은데 길이가 길다보니까 바지 안에 넣어입는게 훨씬 낫구요 자칫하면 되게 부해보일수도 있을꺼같아요..어깨가 커보이는거? 그건 제 몸뚱아리 탓이겠지만 ㅎㅎ 그리고 두께가 한여름에 입기엔 더운 두께에요 지금처럼 바람도 시원하게불고 햇살도 따듯할때 입으면 딱 좋아요! 늘어날꺼같지도 않고 !! 고고싱 또 계속 애용하겠습니당 ㅎ
ajdcjddl19**|이런 셔츠 있으면 좋을 것 같아서 이번에 구매했어요 팔이 좀 긴 편인데 9부 정도 길이라서 내리는 것보다 올리는게 이뻐요 루즈핏이라서 마음에 들었어요 다만 손목 넓이가 생각보다 많이 넙ㄹ어서 아쉬웠어요 그래도 졸업사진 찍을 때도 입고 학교 갈 때도 편하게 입어요
sack24**|원래28사이즈를입어서정사이즈구매하였는데다행히도잘맞네용!!!다른스키니는잘못사면앉을때낑겨서힘든데이제품은 앉을때도힘들지도않고 스판이짱짱짱해서너무좋아용!!!싸게잘산거같아용 항상옷살때고고싱을자주애용하는데 요번엔 마음에쏙들고좋네요!!!다음번에도사겟습니당
pmn020**|적당히 찢겨있고 갠찬네요ㅎㅎ
