150063834**|키가 작은데도 길이가 조금 짧긴 하지만 안에 검은 반바지 입고 입으면 딱 이쁠것같아요 !!!! 이 가격에 이쁜 옷 살 수 있어서 넘무 좋습니다 ㅠ.ㅠ 고고싱 자주 올게욥 ♥️♥️
dbtls20**|이뻐요;;;;ㅠㅠ 색감 조굼 다르다고 다둘 그러시길래 별 기대안했는데 사진이랑 꽤 비슷해요!!!! 넘나 이뿌ㅁ니다 잘 입을게용 기장도 적당해용
78155075**|화이트, 검정 샀어요. 무난한 양말 어디든 매치하기 좋아요
354598658254777**|ㅋㅎ냘ㄴ96ㅅ뇨ㅐㄹ먛ㅊ냫ㅌㄴㅁㅊ묘ㅐㅊ묯매ㅛ멜메ㅛㅊ묘ㅐㅊ묘ㅐㅊ뫛캋뫛몿및녀ㅣㄹ재ㅛㄹ배ㅛㅂ애ㅛㅂ엄한차놔쿜
354598658254777**|어어어ㅓ터터ㅓㅌㅌ터ㅓㅌ터ㅓ터텉터터ㅓㅌ토넡ㅓ엉ㅇㅇㄴㄴㅎ뇨ㅑㄹㅁㅁ5ㄴㄹㄴ8ㄹㄴㄹㅋ7ㄹㅋ9쿌쿌쿄ㅐㄹ쿄ㅐㄹ쿄ㅐㅋ96ㄹ
146033442**|사이즈 딱 좋아요 너무 크지도 않고 적당해요 여름에 입기 시원할 것 같아요 배송도 빠르고 많이 파세용
19034241**|키작은 저에게는 길이가 아주 딱이에요!키크신 분들한테는 넘 짧을 듯 하네요안감이 없어서 조금 아쉬웠지만 엄청 얇은 재질은 아니라괜찮은거 같아요게다가 가격도 완전 저렴인기있는 이유가 있네요
19034241**|검정 블라우스가 하나 필요했는데 저렴한 가격에 잘 산거 같아요치마, 바지 둘 다 잘어울리는거 같아요심플하게 입을 때 추천추천
endendcjs**|제가 노랑색을 좋아해서 잠옷으로 입을려고 사봤는데 완전 만족해요!! 색도 엄청 이뻐요ㅠㅠ 진짜 색깔별로 다 사고 싶네요.. 옷도 너무 편하고 시원하니 좋네요ㅎㅎ 이쁘게 잘 입을게요^^
endendcjs**|제가 갑자기 초록색에 꽂혀서 한번 사봤는데 역시 대만족입니다!! 집에서 잠옷으로 입을 생각으로 산건데 완전 편하고 허리도 별로 안조이고 너무 좋아요~ 잘 입을게요^^
endendcjs**|옷 이뻐요!! 근데 생각보다 가슴쪽이 많이 파인거 같은데 또 리본을 메면 그 부분이 싹 가려져서 좋은거같아요~ 사실 가격이 착해서 한번 사봤는데 만족합니다^^ 잘 입을게요~
apky**|와 진짜 감탄 이가격에 이렇게 인생 원피스를 건지다니 ㅠㅠㅠ 심지어 잘어울린다고 해서 기분 좋네요 ㅋㅋㅋ 뱃살도 가려주고 이쁘도 넘 좋아요 베이지도 사야하나 고민되네요 ㅋㅋㅋㅋ
apky**|지퍼가 뻑뻑하다는 후기가 많길래 에이 뻑뻑하길래 얼마나 뻑뻑하겠어 했는데 진짜로 넘 뻑뻑하네요  ㅠㅠㅠ 올릴때 너무 힘듬 혼자서는 못올려요... 근데 옷은 날씬해보이고 진짜 이뻐요 재질이 생각보다 좀 더 두꺼워서 가을에 입어야 할듯 하네요 ‭ 그래도 이뻐서 만족!!
yujin52**|1.소재: 면임, 면이라고 명시 되어 있지만 이런 소재일줄 몰랐음! 블라우스 같은 재질이 아니라 정말 일반 면티에 프릴이 마구 달려있는 티셔츠임! 그래서 그런지 금세 늘어날 거 같음!2.색: 생각보다 무난한 보라색임! 연보라색에서 약간 톤다운 된 정도? 쇼핑몰 사진보단 살짝 어두운것 같음3.디자인: 프릴이 많이 달려 있어서 화려한 옷 좋아하는 사람들이 좋아할만한 옷임! 그리고 이거 입고가면 너무 튀어서 다들 어디서 샀냐고 물어봄! ++그리고 목부분이 생각보다 더더더더 많이 파여 있음! 최대한 등쪽으로 넘겨서 입으면 등쪽이 많이 파이고 그 부분이 좀 아쉬움 ㅠ전체적으로 너무 이뻐서 만족하는 옷!
kap**|너무맘에들어요 몸매보정도되고 진짜 길이도 원하는길이라소 블랙도 주문하려구요!! 입어보자마자 재주문해야겠다고 생각했어요
jang0000**|바지 스판으로 진짜 짱짱짱 편해요!! 그리고 반하이라서 다리도 길어보이고 색감은 화면이랑 똑같아서 완전 추천해요.
738445878**|아직 옷을 입고 밖에 나가보지는 않았지만, 집에서 사이즈 본다고 입었는데 딱좋네요 ㅎㅎ 대신 안에 이너로 하나 입어줘야 되네요 ㅠ 옷은 이쁜데 생각보다 기장이 많이 길어서 놀랬어요....ㅋㅋㅋ 일단 이너로 입을거 산다음에 정식으로 입어봐야겠어요 ㅋㅋ
738445878**|이 원피스 정말 이뻐요 ㅎㅎ 결혼식 하객룩으로도 좋구 평소에 입기에도 과하지 않아서 좋아요. 거기에 안감까지 있어서 비침걱정없이 잘 입고 있어요:) 고고싱은 언제나 만족입니당 ㅎㅎㅎ
738445878**|주문한지 쫌 됐는데 ㅎㅎ 늦은후기 올려요~날이 꽤 쌀쌀할때 주문해서 너무너무 잘 입었어요. 새하얀색이 아니고 아이보리라서 어떤 옷에 입어도 잘 어울리더라구요 :) 저는 주로 원피스와 함께 입었습니다 ㅎ
410197535**|아이보리가 생각보다 비침이 심해서 나시랑 같이 입어야 될것같아요. 그거외에는 핏도이쁘고 비치는만큼시원해서 여름에도 입을수있을거같네요ㅎ
hannah23**|나름 이뻐요 그냥 무난하게 적당히 치마에 입고 나가기 좋아요딱히 불편하지도않고 괜찮네요:)
hannah23**|너무 어깨쪽이 많이 파여있어서 부담스러운감이 어느정도 없지않아 있네요 ㅠㅠㅠ손목 묶는 부분도 별로 이쁘게 묶이지도 않아요 ㅠㅠㅠㅠㅠ산거 조금 후회 ㅠㅠ
kjh12**|뱃살 때문에 다이어트 하고 입어야 할거같아요 ㅠㅠ 밴딩있어서 짱 편하고 좋은거 같아요 사이즈도 잘 나온거같아요 다음엔 더 빼서 s 입어야겠어요 고고싱 짱 짱 ❣
kjh12**|색 짱 예뻐요 ㅠㅠㅠ 역시 믿고 사는 고고싱  색 짱 예쁘고 박시해서 좋아요 ㅠㅠ 얇아서 봄 여름 가을 에 입기도 좋은거같아요 짱 짱 배송도 엄청 빨라요 고고싱 최고 #♡#
tngus67**|제가 원하던 보라색이여욯ㅎㅎㅎ ㅎ요즘 퍼플이 유행해서 한번 사봣는데 완전 만족!! 이뿨여 ㅎㅎ
81060174**|흰색 비침도 그리 심하지 않고 예쁘게 잘 입고다녀요!!그래도 흰색이라서 속옷 색깔만 잘 골라입고 나가면 될거같아요 잘입고다닐게요!!!
81060174**|이번에 산거중에 제일 마음에 들어요! 구두를 처음사봤는데 생각보다 발도 편하고 잘신고다녀요 근데 밑창?부분이 벌써 떨어져나갈려고하네요 원래 이런건지 잘 모르겠어요ㅠㅠ
81060174**|색이 조금 짙어요 잘못 건들이면 쉽게 늘어날거같은 재질이라 조심스럽게 입고있어요 ㅋㅋㅋ그래도 만족스럽게 입고있습니당
81060174**|엄청 예뻐요!! 생각보다 색이 조금 짙다? 싶긴한데 데이트할때 잘입고 다녔어요 ㅋㅋㅋ 포토 후기 남기고 싶은만큼 만족스러운데 사진을 잘못찍어서 그냥 후기만 남겨요 ㅋㅋㅋ 정말예뻐요!! 사이즈는 저한테 살짝은 큰거같아요
776097514**|신축성 엄청 좋아여 색상도 맑은 화이트고 길이도 적당하고 하자 난 부분도 없이 좋았어요!!
776097514**|하트 진짜 꿀귀ㅠㅠ 사진에선 하트모양이 선명?하지는 않은데 받으니까 더 괜찮더라구여 가격대비 만족해요!!
776097514**|고고싱 양말은 다 좋은거같아요! 이것도 잘 늘어나고 심플하면서 시크? 해서 검정색 치마나 바지 입을때 매치하면 좋을거같네염
776097514**|생각했던 그대로 색상이었고 잘 늘어나서 좋은거같아요! 심플하고 가격도 다른데랑 비슷하긴해도 싸서 좋았어요 사실 배송비 붙을까봐 산거였는데 좋더라구여!
yyll22**|핏이랑 색이 진짜 이쁜 것 같아요~! 처음 배송 왔을 때 냄새가 조금 났지만 잘 빨면 냄새 바로 빠질 것 같아요! 엄청 튀는 디자인이나 색이 아니어서 편하고 이쁘게 봄 여름 가을에 자주 입고 다닐 예정입니다ㅎ 이쁜 셔츠 감사합니다^^
lsh74**|흑흑 너무 이뻐요 뿌엥ㅜㅜㅜㅜ 저 161/55(요즘살쪄서 더나갈수도)나가는데 뚱뚱인데 이뻐요 뿌엥ㅜㅜㅜㅜ바람불면 앞에 갈라져서 노출되지만 조심하면되요헤헤 팔부분 낑겨서 밥먹다가 머리묶으려고 손들었는데 안되길래 그냥 머리넘기는ㅊㆍㄱ했어요ㅎㅎㅎㅎ헤헤
yyll22**|길이도 딱 맞고, 허리도 짱짱해서 넘 좋습니다!! 그리고 재질이 대박인 것 같아요!! 안 입은 것처럼 편하고 잘 늘어나는데 구김이 없는ㅎ 얇아서 시원하기도 하고 여러모로 운동복이나 편하게 입기에 딱인 것 같습니다! 2개 사길 잘 한 것 같아요ㅎ 있을 때 많이 구비해놔야할 아이템인 것 같습니당^^
yyll22**|품이나 모자 크기 모양도 너무 맘에 들고, 길이랑 색감 재질 다 짱짱입니다ㅎ 남은 색이 라벤더 밖에 안 남아서 라벤더로 구입했는데 너무 이쁜 것 같아욤^^ 기회가 된다면 다른 색들도 사고 싶네요!! 강추입니다ㅎ
yyll22**|이뻐요~!! 길이도 엉덩이를 덮는 딱 좋은 길이이고, 팔도 길어서 좋아요^^ 재질도 두께도 다 맘에 듭니다ㅎ 이쁘고 재질 좋은 운동복 많이 많이 만들어주세요ㅎ 자주 애용하게 될 것 같아욤~!!^^
yyll22**|길이도 딱 좋고 재질도 너무 좋고 가격대비 완전완전 맘에 듭니다!!ㅎ 색깔별로 사야겠다는 생각이 드네요~!!
haeun03**|쇼핑물 사진과 색감이나 핏이 비슷합니당 거의 같아요 입고 나가자마자 다 이쁘다는 소리 들었구영 키 작으면 못입을거 같다는 소리도 들었어요 질질 끌릴거 같다고..ㅋㅋ 그건 길이 잘 재봐서 구매 결정하시면 될거같구 길이나 색감 핏 가격 모두 마음에 듭니당 다만 사고 처음에 입고나가자마자 끈을 잃어버린게 너무 속상하네요ㅜㅜ 끈 달고있으면 조금 여리여리한 느낌이 있는데 아쉽네용..ㅠㅠ
pjh275**|바지 기장은 짧아서 아슬아슬 하지만 예쁩니당!!! 사이즈도 딱 맞구 좋아요!!! 색상도 똑같습니당!!!
kosh19**|딱붙는 재질이 아니어서 좋아요 얇아서 여름에 시원하게 입을수 있을것 같습니다~ 가격대비 잘 산것 같아요~!
pjh275**|진짜진짜 강추요ㅠㅠㅠ 완전 사람 여리여리하게 이뿝니다!!!! 시원하구요 목에있는 리본이 약간 조여보이지만 예뻐요 사세요
kosh19**|옷이 디게 이뻐요^^  그냥 티만 입어도 이쁘고 위에 뷔스티에랑 입어도 이뻐요~! 잘산 것 같습니당!
pjh275**|156키에는 종아리 거의 다 가려지는 기장이예요!! 처음에는 약간 한국무용춰야할 것같지만 ㄷ잘 코디해서 입으면 완전 여자여자 여리여리 합니다 바람 불때마다 샤라락 해서 더더 이뿝니다 강츄!!!!
rhdkfk33**|와서 보니까 생각보다 목부분이 늘어날 걱정 안해도 될 것 같고 또한 크긴하지만 제가 큰걸 좋아하다 보니 괜찮네요!! 잘 입을게요!
57430939**|이번에 청자켓을 사야되겠다고 생각이 들어서 주문하게 됐는데요 생각보다 넉넉하고 처음에 올때 새옷이라서 냄새가 조금 났어요 한두번 세탁하고나서 입으셔야될것같습니다~
57430939**|옷을 살때 가슴둘레를 보고사는데 저한테 사이즈는 맞구요 주변 지인분들이 여성스럽다고 많이 말씀해주셨어요~ 운동화에 같이 코디해서 입어봤는데 이뻐요~
benitov**|부담스럽지 않은 오프숄더에요! 전 검은색 샀는데 튀지도 않고 기본템으로 무난무난하게 잘 입고있어요!
benitov**|검은색 구매했는데 베이직하니 매일 입기 좋아요ㅎㅎ 레터링도 마음에 들어요!! 오프숄더로 입기에 부담스럽지 않구요~
benitov**|고무패드 덕분에 흘러내리지 않아서 좋아요~~~  단화나 운동화 속에 신기 편해서 매일 신고 있어용!!
huhu123**|바지 자체는 예쁜데.... 사이즈 찾기 했다가 너무 작아서 못 입네요 환불하기도 귀찮고 그래서 살빼고 입거나 아니면 남 줄려고요
huhu123**|벨트 정말 예뻐요 생각한 것 그대로예요 이것저것 상품평 찾아보고 고민하다가 샀는데 튼튼해보이고 좋아요
huhu123**|제가 사고 바로 얼마 안 가 세일 해서 조금 슬펐어요 ㅠㅠ 옷은 정말 예뻐요 날이 더워져서 이젠 못 입을 거 같지만 가을에 쌀쌀해지면 또 입을려고요 ㅎㅎ
huhu123**|핏이 진짜 예뻐요 색깔도 정말 예쁜 코코아색이고요 산 것 중 가장 만족했던 옷이에요 소매폭이 엄청 넓어서 조금 불편할 때도 있지만 귀여워서 만족합니당 ㅎㅎ
huhu123**|잘 달라붙어서 좋았어요~ 후크 채우는 게 사진 보고 하기가 좀 힘들긴 했지만 가볍고 좋네요.
ub1205**|색깔도 이쁘고 여리여리해보이고 이쁩니다ㅏ♥얇아서 여름에도 입기좋고 깊이 파이지 않아서 편해요!!후회안합니다ㅠㅜ 다들 사세엿♥♥
wowye**|ㅠㅠㅠㅠㅠㅠ 완전 취저 제가 약간 어깨가 있어서 좀 도드라보이긴 하지만 그래도 그거 다 감수하고 입을만큼 완전 재질도 디자인도 취저네요ㅠㅠㅠ
wowye**|제가 상체 허리 쪽이 일반 사람들보다 약간 긴 편이라 제가 생각했던 길이의 핏이 안나와 아쉬퉈요ㅠㅠ 그래도 옷은 시원하게 잘 입을 수 잇읗구 같아요 ㅎㅎ 잘 닙으께용
wowye**|그냥 베이직한 거 원하던 중에 샀는데 무난합니당 ㅎㅎ 바지에도 잘 코디 될 거 같아요 ㅎㅎㅎ
wowye**|너무 얇고 비쳐요ㅠㅠ
hja24**|생각보다 두꺼워서 놀랐어요!!색은 딱 모니터에서 보던 색이고 두꺼운 만큼 모양이 딱 잡혀서 흐느적거리가나 그러지 않아서 좋아요
767615097**|남친이 이런 플리츠라인 싫어하는데 예쁘다구하네요ㅎㅎ 근데ㅠㅠ 골반때문에 27이라서 M으로 샀더니 허리가 좀많이 남아서 s로주문하려구요ㅎㅎ 예쁜옷 감사합니댜! 덕분에 꽃구경 예쁘게하구왔어요ㅎㅎ 티셔츠도 예뻐요!
jinso11**|바지는 항상 청바지 사거나 슬랙스도 검정색 사는데 이번에 처음으로 베이지 색상을 도전해봤어요!! 입어보니까 이뻐요.. 기장이 좀 짧아요 그래도 이뻐요! 담에도 자주 이용할게요!
jinso11**|이 옷 세가지 색상 다 사구 그 중에 정말 원했던 레드색 드디어 제 품안에 올줄이야... 제가 빨강색을 좋아해서 티도 빨강색 너무 갖고싶었는데 이번에 사서 너무 좋아요! 사실 지금 날씨가 긴티 입어야될 날씨가 아니라 반팔 입어야될 날씬데 그래도 샀어요! 이뻐요!!!!!
jinso11**|이 크롭티 색깔별로 다 샀어요! 사기전에 계속 같은색인데 살까 말까 고민하다가 세가지 색상 제가 다 좋아하는 색상이고 전부터 사고싶었던 옷이라 그냥 질렀어요!! 후회안해요 이뻐요!
jinso11**|크롭 맨투맨?인거 같은뎋ㅎㅎ 입어봤는데 진짜 이뻐요.. 생각보다 짧았지만 제 살 잘만가리면 말라보일꺼에요!! 그냥 솔직히 진짜 이쁘단말밖에 안나오지만.. 일단은 이뻐요!
gim9**|간단하게 걸치기 너무 좋은거 같아요!핏도 이쁘고 색도 이뻐요ㅠㅠ 단추잠그는것도, 푸는것도둘다 짱짱~~  잘 입을게요♥
jinso11**|리뷰쓰러 왔어요!!! 사실 어제 옷 왔는데 오늘 입어보고 사진 찍었어요!! 고고싱 옷들은 기대한만큼 그 기대치보다 더 높은거같아요.. 그래서 옷 시키면 맨날 리뷰써요! 좋아요!!!
sungkyua63**|키가 작아서 롱은 도전도 못했는데 여기 롱스커트는 부해보이지도 않고 좋은거 같아요!다른색도 구입하고 싶은 욕구가 마구마구~
sungkyua63**|입은지 하루도 안되서 엉덩이 부분이 찢어졌어요...ㅠ허벅지는 모르겠지만 뱃살은 어느정도 들어가지는거 같아요
esder11**|상의는 평소에 55로 많이 입습니다! 그래서 약간 큰 느낌을 받았어요 근데 많이 큰건 아니라서 입고다니기에 무리는 없어요~ 퍼프소매 부분이 귀여운 느낌이 있어서 디자인은 만족합니다!!
