hhhh7**|ㅇㅀ- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)ㄹ
elqxhs**|진청포토후기- 키, 몸무게 155-착용사이즈 진청-착용후느낌은?(좋은점/나쁜점)얇은 스키니가 레깅스처럼 다리에 쫙 붙어서 일부러대박 스키니 구매했어요. 진청이 약간 네이비색이에요.길이는 길어서 수선해야할 것 같아요. 신축성좋아서엄청 편해요.
sero**|맘에들어용- 키, 몸무게 164/55-착용사이즈 27-착용후느낌은?(좋은점/나쁜점)제가 원하던 진청색이라 맘에 들었고 군데군데 헤진 것도 이쁘게 헤져서 정말 좋았어요ㅎㅎ 근데 기장이 조금만 더 길었으면 좋았을텐데ㅠㅠ 그래도 만족해요ㅎㅎ
lhs**|이건꼭사야함- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)통통하신분들 이거 꼭사세오 ㅋㅋㅋㅋㅋ검은색 삿는데 좀 크긴해도 핏이 진짜 와방 이쁘고날씬해보이는 효과까지 있어요 ㅋㅋㅋㅋ마른분들은 좀 클지도 모르지만 통통하신분들은핏이쁘고 잘맞을듯ㅋㅋ 그리고 되게 따듯해오꼭사세여
lhs**|그레이후- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)이쁩니다! 약간 박시하게 입으려고m으로 주문햇는데 괜찮네여 ㅎㅎㅎㅎ기모도 있어서 따듯하고 느낌도 부들부들좋네요 ㅎㅎㅎ 남색으로 삿아도 괜찮을듯꼭사셍ㅅ 추천추첨 ㅎㅎㅎㅎ
lhs**|이뻐요!!- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)아주아주 이쁘고요!!착용햇을때 느낌도 좋네욯ㅎㅎㅎ제가 몸이 좀 부한편인데도 핏두 이쁘고넘맘에들어요!!!^^고고씽 자주 애용할게요
rlaskdu**|대박- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)완전 대박좋아요 가격도 엄청싸고 따뜻하고옷감 안좋을줄알았는데 부드럽고 거기다가스판재질도잇어서 딱달라붙고 라인도예뻐요너무너무마음에들어요 보채면서 기다린보람이있는거같애용 젤로맘에드는옷이네요♥.♥후기쓰는법을몰라서 옷받은지 3일?만에적네용ㅋㅋ사고나서 후회없는 옷인듯.
rlaskdu**|후기- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)색상도 이쁘고 옷감도좋고 기다린보람이있는거같아요근데 조금아쉬운건 제가입을땐 사진이랑다르게 좀더파여잇어서새탁하기가 좀 꺼려지네요그래도 디자인은 마음에들어요~~
tnalszn**|와인후기!- 키, 몸무게 164 53-착용사이즈-착용후느낌은?(좋은점/나쁜점)보자마자 저렴한 가격에 제가찾던 스커트라 바로 구매했는데 밴딩이라편하고 예뻐요 제가허리가긴편이라 허리가더길어보이긴하네요ㅠㅜㅜ 생각보다 많이퍼지구요 색은 좀 어두운와인색이에요 허벅지도 커버되고 좋은것같아요 잘입겠습니다~
gog090**|대박- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)완전 제가 찾던 니트예요ㅠㅠㅠㅠ길이도 엉덩이 덮는 길이고 두께도 두꺼워서 따뜻해요!!!!(안에 긴팔티만 입는다면...ㅎ)빨면 옷 이상해질까봐 안빨려고했는데 2번입고 옷에 음식흘려서ㅠㅠㅠㅠ빨았더니 보폴이 좀 일어났어요ㅠㅠㅠ다음엔 조심해서 세탁해야겟어요ㅠㅠ옷은 진짜!!진짜이뻐요 완전 맘에들어요ㅎㅎㅎㅎㅎ
caramel**|만족합니다- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)키 170/몸무게 58상의 66가격좋고 가볍게 입을수있을것 같아 주문했는데,3주를 기다려 드디어 받았습니다.입어보니까 생각보다 괜찮아요두께도 있고 길이도 괜찮고편하게 이쁘게 입을것 같아요자주입을수 있을꺼 같네요구매한것에 후회는 없습니다
tndus57**|무스탕탕탕- 키164, 몸무게48-착용사이즈-착용후느낌은?(좋은점/나쁜점)디자인 자체는 굿굿굿 십점만점의십점 근데 제가저렴한제품구입하면서 기대를 많이한탓인지 디자인에선 굿이었지만 진짜 요즘날씨에입긴힘들것같네요ㅠㅠ 그리고 같이온 스키니랑 같이입엇는데 안에털이 스키니에다붙엇어요....진짜ㅠㅠ 안에티도무서워서 못입겟네요 ..
tndus57**|ㅠㅠ 세줄양기모티- 키,164 몸무게48-착용사이즈-착용후느낌은?(좋은점/나쁜점)면자체는 좋아요 부들부들 도톰하구 ㅎㅎ 근데 입엇을때 너무짧아서 놀랏네요ㅠㅠ하...길이만 여유잇엇으면 신의한수엿을텐데 아쉬워요 ㅋㅋㅋㅋ그래도 이너로잘입겟습니다ㅠㅠ그래도 예쁘다능
tndus57**|솔직한 후기ㅎㅎ- 키164, 몸무게48-착용사이즈25-착용후느낌은?(좋은점/나쁜점)음 키가큰편도아닌데 입엇을때 짧다는느낌부터받았구요ㅠㅠ스키니자체는 괜찮은데 발목이널널해서 움직일때마다 7부바지되요ㅠㅠ 그리고 얊은건 예상햇지만 굉장히얇네요..그래도 디자인자체는예뻐서 주구장창입을듯
tnwls46**|포토후기3등이요~~- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)블랙색상삿구요~핏도길이도맘에들어요ㅎㅎㅎ이뻐요살까말까고민중이신분들절대후회안하실꺼에요!
aaa01**|예쁜데 부해보일수있어요- 키, 몸무게 161 40중반-착용사이즈-착용후느낌은?(좋은점/나쁜점)일단 안감이 매우 따뜻해요 하지만 좀 무거운 감도 있그요모델언니처럼 딱 떨어지는 핏이 안나오네요 제가 작아서 그런가요... 제키에 입으면 무릎정도 길이오고 팔 품이 엄청 커요 ㅋㅋ그래도 따뜻하게 데일리용으로 입고 다닐거라 괜찮아요부해보이는데 오픈해 입으면 좋은것같네요
sojmin**|다좋은데 냄새때문에- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)제품이 너무 이뻐보여서 구매했는데요.받아보니까 사진에서 본거랑 정말똑같아요 ㅋㅋ 색상도 그렇고 크기도 꽤 크더라구요.특히 디자인이 심플해서 어떤코디에도 다 잘어울리더라구요.자주 애용할 숄더백이 되겠죠~근데 한가지아쉬운점은 딱 받았을때 냄새가 너무 심해서 .. 깜짝놀랐어요 ㅋ.....이게 대체 뭔냄샌가.. 재질이 흔히볼수있는 그런 재질이 아니여서 지금 세탁을 어떻게해야하나고민중입니다ㅠ
aaa01**|좀 짧은감이있어요- 키, 몸무게161 40대중반-착용사이즈-착용후느낌은?(좋은점/나쁜점)예뻐요 귀엽고 팔랑팔랑한 느낌이 살아잇네요~^^재질도 겨울용이라 두껍고 지퍼가 달렸는데 잘 안보이니까괜찮아요 다만 길이가 아슬아슬하네요제가 좀만 더 키가 컸으면 못 입었을것같아요속바지 꼭꼭 챙겨입어야겠어요^^
amor69**|포토후기 2등- 키, 몸무게 158 46-착용사이즈 와인색-착용후느낌은?(좋은점/나쁜점) 이쁨요! 생각보다 그렇게 막 두껍진 않고 터래기가 좀 잘 묻어서 흠인듯...그래도 만족해용ㅎㅎㅎㅎ
euna**|이뻐요- 키, 몸무게165-착용사이즈66-착용후느낌은?(좋은점/나쁜점)가격도 저령하고 짱짱하기까지 통통한데도 날씬해보이는효과까지 배송비아끼고 두가살걸 후회되네요쿠폰도 잘썼어요이천원씩이나~여기자주이용 할듯^^
sy9601**|후기- 키, 몸무게-착용사이즈-착용후느낌은?핑크로 구입했습니다~배송지연되는 상품이 있어서 바로받지는 못했는데너무 이뻐요 색감도 이쁘고 재질도 부드러워서 촉감이 너무좋아요~~반폴라라 추운날씨에 목보호도 되고,니트랑 비슷해서 약간 보풀도 생기는데 그래도 이뻐서 자주 입게될것같아요
ekgp10**|포토후기3등- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)158/42그레이생각보다 많이타이트해요55도 너무 타이트할거같네요재질은 보드랍고좋아요 기본템세탁하면 금방망가질거같긴하지만가격대비 추천해요
eheh9**|레드 후기- 키, 몸무게162-착용사이즈M-착용후느낌은?(좋은점/나쁜점)엄청 쫀쫀한 치마예요 평소에 27 사이즈 입는데 배쪽이 꽉 조여주는 느낌? 치마안에 기모가 잇어서 다른 면치마보다 따뜻할 것 같아요~ 부하거나 두꺼운 느낌은 아니예요색깔도 톤다운된 레드라서 예쁜 것 같애용~
flxmfzos**|와인s- 키, 몸무게158/48-착용사이즈S-착용후느낌은?(좋은점/나쁜점)작을줄알앗는데 허리부분이 신축성있어서 편한것같아요ㅎㅎ완전이뿜 쫌 많이 짧긴하지만 속바지가잇어서 너무 편해요짱짱
navi07**|슬림원피스 구매- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)제키는 162이구요 원피스 길이가 딱 적당해서 좋더라구요재질은 생각보다 고급스럽지않구 기본면재질이구 기본템으로 딱적당해요 ㅎㅎ 옷품이 다른 기본옷들에 비해 작아서 마음에들고저렴하게 구입해서 만족스러웠어요!!!!원피스 목이 조금만 더 파였으면 좋을거같아요 너무 위로 올라가면답답해서 ㅜ 아무튼 옷이뻐용!
tjfk2**|이뻐요- 키, 몸무게165,50-착용사이즈프리-착용후느낌은?(좋은점/나쁜점)귀업고 정말 이뻐요 머리가 따듯해요구
tjfk2**|이뻐요- 키, 몸무게165,52-착용사이즈M-착용후느낌은?(좋은점/나쁜점)이뻐요
tjfk2**|그저그래요- 키, 몸무게165,48-착용사이즈L-착용후느낌은?(좋은점/나쁜점)좋은점 따듯하고 그냥 기본으로 입기좋아요나쁜점 배송이 느려요
tjfk2**|정말 맘에 들어요- 키, 몸무게165,48-착용사이즈-착용후느낌은?(좋은점/나쁜점)좋은점 정말 따듯하고 반폴라 라서 정말 좋아요
babykoala**|너무 이뻐요!!- 키, 몸무게163-착용사이즈-착용후느낌은?(좋은점/나쁜점)빨강이랑 검정 두개를 샀는데요 무난하고 깔끔해서 예쁘게 입고 다니고 있습니다~나쁜점은 딱히 없고요 제가 163인데 엉덩이를 가려줘서 길이는 마음에 들었습니다!자주 애용하고 있어요 고고씽~
alice63**|블랙- 키, 몸무게 161-착용사이즈-착용후느낌은?(좋은점/나쁜점)기다리던 옷이 오늘왔는데 너무너무 맘에들어요보이는 대로 색상 똑같고 진짜이뻐서 잘산것같다는 생각이 들어요 짱!
jeongha**|잘입을께요- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)이런 저렴한가격에 이쁜옷을 살수있어서 좋습니다담에도 다시 이용할께요
jeongha**|맘에들어요- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)딱맞고 좋아요 잘입을께여
qus42**|블랙후기- 키, 몸무게 151/비밀-착용사이즈-착용후느낌은?(좋은점/나쁜점)자켓이랑 같이 시켰는데 자켓때문에 니트를 좀 늦게 보내주기는했는데 택배를 보내고 나서 2일만에 받은거같아요 니트 모양이 꽈베기모양이랑 살짝 달라서 흔하지 않아서 더이쁜거같아요 처음엔 어떤색을 살까 고민하다가 블랙으로 샀는데 블랙 주문하기를 잘한것같아요 그런데 제가 키가 작은 편인데도 길이가 좀 짧아요ㅠㅠ엉덩이 반도 살짝못가려요 또 팔도 살짝 짧은거같아요 또 어깨가 살짝 넓은 편인데 이니트 입으니까 살짝 더넓어보여요ㅠㅠ그래도 다른 니트에 비하면 그렇게 많이 부해보이지는 않은것같아요 그런데 넥부분이 마음에 안들어요 살짝 넥부분이 입으 살짝떠요ㅜㅜ 항상 니트살때 부해보일까봐 걱정했었는데 그리구 블랙이라 코디하기도 쉬울거같기도해요 스키니에도 치마에도 치마레깅스에 입어도 예쁠거같고 코디하기도 편할거같아요 니트도 많이 얇지도 그렇다고 많이 두껍지도 않아서 겨울에 자켓에 입으면 괜찮을거같아요 저는 마감 처리가 잘되있어서 옷은 나름 생각보다 마음에 들어요
tmxpv**|그레이샀어용생각보다 짧아서 겨울에입으면좀추울거같은데 위에뚫린게 포인트인거같아서 맘에들어요~
jeongha**|맘에들어요- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)잘쓸께요 맘에들어요
tmxpv**|앙고라맨투맨 핑크배송은3일걸리고 핑크샀어요!사람들이 정전기난다길래 설마햇는데 개봉하자마자정전기랑 부푸러기?같은거랑 실밥같은거좀있었는데 뭐 색깔이 기여워서 갠찮아여 입었슬때ㅋㅋㅋㅋ무슨가래떡같은냄새 나서 좀웃겼는데ㅋㅋㅋ핑쿠핑크해서 기여워요!잘입을게연@@
snake90**|이쁨이쁨- 키, 몸무게-착용사이즈 S-착용후느낌은?(좋은점/나쁜점)하이웨스트라서 배까지 오는데 진짜 맘에 들어요!! 단추도 2개라서 더 조음!! 진짜 흠잡을때 없음!
ces20**|이뻐요- 키, 몸무게 167/46-착용사이즈25-착용후느낌은?(좋은점/나쁜점) 이뻐요
snake90**|짱이쁨- 키, 몸무게-착용사이즈 free-착용후느낌은?(좋은점/나쁜점)좋은점: 진짜 입으면 핏이 너무 이뻐요,글구 옷도 부들부들해용ㅎㅎㅎ 진짜 추천!!!나쁜점: 딱히없는데...음... 걍 니트니까 원래 좀 조심해서 입어야된다는거? 진짜 나쁜점 없음만족만족~^^
ces20**|이쁨- 키, 몸무게 167/46-착용사이즈-착용후느낌은?(좋은점/나쁜점)블랙 이뻐용
msh186**|다크브라운- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)진짜 너무 이뻐요!!인터넷에서 시계는 처음 사보는데 너무이쁜것같아요 검정색은 너무 검정일꺼같고 브라운은 너무 갈색일꺼같아서 다크 브라운으로 샀는데 어떤 옷이든 다 잘어울려서 잘 선택한것같아요
yoyo02**|짱짱!- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)너무이뻐요ㅎㅎ 정말 만족 합니다~s로 샀어요 그래도 충분히 박시한느낌이있더라구요그래서좋아요ㅎ 검정코트가 필요해서 검정색으로샀는데사길 잘한것같아요!!다른 색깔 와인이나 회색도 사구 싶은생각이 드네요ㅎ이 코트만 입는것 같애요~백프로 만족해요^0^
tndus80**|운동화- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)드뎌 운동화가 왔어욧ㅎㅎ신어보니까 정말 편해요 사길 잘한것같애요 ㅎㅎ앞으로 잘신겠습니다~~ㅎㅎ
uove8**|음- 키, 몸무게 160 45-착용사이즈 26-27-착용후느낌은?(좋은점/나쁜점)이건 저한테 안어울려서 동생줬어요자크가 없어서 입고 벗기 좀 불편해요ㅋㅋ
uove8**|잘산듯- 키, 몸무게 160 45-착용사이즈 27-착용후느낌은?(좋은점/나쁜점)배색 예쁘고 길이도 적당해요ㅋㅋㅋ잘샀어요ㅋㅋㅋ좀 얇긴 하지만 가격 대비 최거ㅋㅋㅋ
dmswjd**|블랙후기챠콜 이랑 블랙 고민했는데 블랙 구매했어요 평소에도 줄무늬티 많이입고 좋아해서 삿는데 배송도빠른편이고 유리알니트와함께시켰어요 오자마자 바로입어봣는데 진짜 일반 싼 단가라티랑은 다르더라고요 훨씬도톰하고 따뜻하고 몸에 착 감겨서좋았어요 ㅎㅎㅎ 챠콜색 도 하나있음좋을것같아요~~정말좋아요
uove8**|좋아요- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)좀 흐물흐물 하긴 한데 좋아요ㅋㅋㅋㅋ사이즈도 좀 작은듯 적당햐욥잘 쓸께요ㅋㅋㅋ
cp**|졸귀♥- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)상품지금받앗구요 지금작성시적립금1500원이라길래 바로작성해요 ㅎㅎ 모자진심너무귀여워요ㅠㅠ어쩜,,,제가원햇던딱그스타일이에요!!핏도귀엽구요 모자소재도너무뷰들뷰들하고겨울에쓰기딱죠아요!!이거쓰고남친만낫는데 모자가너무귀엽다고하네요 ㅎㅎ 후회하시는분들은 고민하지마세요!이런모자하나쯤은잇으시면 정말좋읗거같아요 !!진짜 가격이저렴해서별기대안햇는데 모자 소재만져보고반하고 모자써보고 반하고 진짜너무좋아요 앞으로도번창하세요♥
uove8**|대박- 키, 몸무게 160 45-착용사이즈 26-27-착용후느낌은?(좋은점/나쁜점)치마레깅스 처음 사봤는데완잔 편해요ㅋㅋㅋㅋㅋ쫀쫀한거 같고 잘 샀네요~ㅋㅋㅋ
