qwe456wls**|팔 길이가 생각보다 좀 기네요 제 팔이 짧은건지....ㅎ그래도 아주 예뻐요!!맘에듭니다 ㅎㅎㅎㅎ
sinhoa**|옷 재질도 좋고 이뿐데 길이가 좀 기네여 저한테ㅠㅠ수선해서 입어야할듯 합니당 ㅠㅠㅠㅠ 가디건도 가티 살걸 그랫ㅎ나바용ㅎㅎㅎㅎ이거하나만 입고 나가기는 뭔가 좀 어색한 느낌?ㅎㅎ ㅜㅠ 가격이 싸니까 그래도 잘 수선해서 입겟슴당
sinhoa**|후기보고서는 M샀는데 L살걸그랫나..ㅠㅠ단추 잠구는데 좀 용썻네요 ㅠㅠㅠㅠ 벨트 넣는 데는 바지올리면서 튿어짐...ㅠㅠㅠㅠ바지는 편하구 좋아용ㅎㅎ 길이도 딱이네요 검은색으루 삿구여 확실히 얇아서 더운느낌은안들어용 걱정되는건 밖에 입고 나갓다가 바지가 터질까봐..?ㅠㅠㅠㅠㅠㅠ조심해서 잘입을게요
sinhoa**|그냥 딱 봉투뜯었을때는 별루였는데 흰티에 매치해서 입고나니까 이뿌네영 ㅎㅎ 사실 솔직히 얘기하면 옷 재질은 진짜 별로에요 보자기 만지는 느낌이랄까..암튼 별룬데 가격은 걍 평타ㅎㅎ 좋아요 길이도 제 키에는 딱이구여! 저를 좀 귀엽게 만들어줌..ㅎㅎㅎ 슬립온 같은 단화랑 신어야 이뿐거같아용 잘입겟슴당
minjin05**|굉장히 늦었지만 왔습니다.그냥 펴봤을때는 좀 크고 핑크색이라 잠옷같을까봐걱정했는데 보기에는 그랬습니다.하지만 입으니까 예뻐서 놀램...예쁘네요!!!배송만빨랐어도 더 좋았을것같아요 ㅠㅠ
gmlwjd80**|아직 안받았어요
tmfrl1**|완전 완전 잘 입고 있어요!!안에 바지로 되어 있어서 계단 오를때도 짱짱 좋아요
jjjj02**|짝달라붙는게 라인도 잡아주고 완전히 당겨입어도되고 참 좋은거같아요 짱짱!!@@@
rfv56**|같이산 브이넥이랑 치마랑 같이 입었어요!!처음 딱 받았을때는 쭈글쭈글해서 어떻게 다려야할지 고민 많이 했었는데피팅모델이 입은것처럼 다림질하기는 수월하더라구요키가 작은편인데 구두랑 신어서 더 예뻤고 싸게 정말 잘산거같아요^.^
skijn9**|이거...생각했던것보다 너무너무너무너무 커요ㅋㅋㅋㅋ입은거 보이시나요...? 155인데 그냥 원피스로 입어도될듯ㅋㅋㅋㅋㅋ 솔직히 원피스까진아닌데 엉덩이다가려요...진짜큽니다 그나마 넣어입으면 좀 갠춘합니당 색은 마음에듭니다! 잘입을게용
rfv56**|늦게올까봐 불안했었는데 배송도 빨라서 너무 좋았구요제가 상체가 마른편인데 아주예쁘게 핏이 떨어졌어요그렇게 깊게 파이지도 않았고 아주 예뻣어요베이지색깔도 살 예정 입니다검은색 정말 예뻐요!볼륨 단추 롱스커트랑 잘어울리는것 같아요
msr12**|생각만큼 진한 색상은 아니었지만 할인 쿠폰 사용하고 저렴하게 구매한거 같아서 만족해요 사이즈도 크진 않을까.. 싶었는데 딱 맞구요 그런데 딱히 편한 느낌은 없어요 ㅋㅋ 빳빳한 느낌?? 저렴한 가격에 잘 입을것 같아용 밑부분이 넓어서 다리도 얇아보이는것 같아용 ㅋㅋ
msr12**|받자마자 쫌 큰데...? 라는 생각이 들었어요 근데 막승 입으니까.. 크긴커요...ㅎㅎ 바지에 넣어서 입으니까 이쁘긴 하더라고요 모든 티가 그렇듯이.. ㅋㅋ 30프로 세일할때 구매해서 저렴한가격에 그냥 저냥 입을것 같아요 고고싱 자체상품인줄 알았는데 고고싱 라벨이라고 해야하나? 그게 없네요.../ 뭐지 ㅎ
msr12**|역시 고고싱 자체젲ㄹ 상품은 항상 만족이예용 빳빳한게 간절기에 아우터로 입으면 따일것 같아용 오픈해서 입오도 무난무난해요 아직 단추 다 채워서는 안입어 봤는데 그렇게 입어도 이쁠것 같기도 하고 약간 답답해 보일것 같기도 하고 .. ㅋㅋ 전체적으로 만족스러운 상품입니당
tkffna**|제가 좀 통통한 편인데 그래서 사이즈를 L 시켰거든요혹시나해서 m 사이즈 하려고 했었는데 안하길 잘한거 같네염 ㅎㅎ살을 빼야겟어.. ㅠ-ㅠm샀으면 완전 꽉꼈을뻔해요 ㅜㅜㅜ L 사이즈가 저에겐 제일 적당한 사이즈인듯 싶어요그리고 베기라 그런지 엉덩이 부분이 좀 들러져요 ㅠ그냥 살빼고 입으면 예쁠핏이에유 ㅠ 살이나 빼야될듯,근데 옷은이뻐요 ! ㅋㅋ 재질도 뭔가 까실까실 >?그냥 추천해염 ㅋㅋ 저랑 키랑 몸무게 비슷하시면 L을 추천함돠 ㅋ
tkffna**|일단 좋아욤! 왜냐하면 색깔이 카키색이라서 그런지 밑에 아무옷이나 입어도 어울릿거 같아요 ㅎㅎ그리고 길이도 적당해요 제가 원래 엉덩이정도까지 오도록 입는 편인데길이도 딱 제가 좋아하는 스타일이에뇨^^엄마한테 보여주니까 엄마도 뺏어입고 싶어하네염 ㅎㅎ아무튼 이쁜옷 감사합니다 8000원이면 가격도 싼 편이니추천해요!!>*<
wofksdl**|입었을때 진짜 귀엽고 여름에 입기도 정말 좋을 것 같아요 그런데 길이가 너무 짧아요 ㅠㅠ 제 키가 작음에도 불구하고 뒷길이는 조금 원피스 길이 같은데 앞에서 보면 정말 짧네요 그래서 안에 반바지를 입고 입었어요 키크신 분들이 입기에는 정말 짧지 않을까 생각합니다.
dusrud9**|사진에서 보는거랑 일단 똑같아요 !! 근데 약간 마? 소재 같은 옛날 얇은 한복같은재질이라 당황스럽긴햇지만ㅋㅋ그렇다고 또 입고나면 그렇게 안에가 비추는것도 아니에용 !! 지금입기에는 부담스럽지도않고 덥지도않고 딱이에용 다만 목에잇는 접히는 부분이 조금만입고나면 너덜너덜해지고 밖에 오래있으면 먼지때문인가 옷이 빨리 더러워져요 ㅠㅠㅠ하얀색이 금방 베이지색으로 변한다는.. 그래도 너무 예뻐용 오랜만에 인터넷에서 옷사고 엄마한테 칭찬들엇어요ㅋㅋㅋㅋ가격대비 좋아용
aljerng**|이것도 바지랑 같이 코디해서 입고 갔는데 약간 니트소재라서 놀랐어요 잘 안보고 구매한 제잘못이긴한데 그래도 저녁땐 쌀쌀하니까요! 입고나간날은 좀 쌀쌀햇어서 괜찮앗는데 요즘엔 좀 더울듯요 그래도 가을에 잘 입고 다닐거에융!!! 그리고 옷 진짜 이쁨제취향이어요 ㅎㅎㅎ
dusrud9**|지금 엄청난 더위임에도 불구하고.....필요해서 샀어요 ㅠㅠㅠ길이감도 진짜 정말 너~~~~무 긴것도 아니고 딱 적당히 길어서 안에 잘 갖춰입으면 정말 너무 예쁜 옷이에요 ㅠㅠ 치마나 이런거보단 바지입는걸 추천해드려용 샌들에도 잘어울리고 구두에도 잘어울리고 운동화에도 잘어울리고 지금 날씨만 좀만 더 선선했었다면 매일매일 입고다녔을거같아요..이제 좀더 더워지면 입고다니지도 못하겟지만 여름끝나갈때쯤 선선해질때부터 주구장창 입고다닐거같아용ㅠㅠㅠㅠ다른색깔도 있었음 좋겟다는..ㅎ
a123**|처음 옷 입어봤을때 왼쪽 박음질이 이상한건지 치마가 붕 뜨고 이상하더라구요 그래서 다림질을 해서도 이상하면 문의드려봐야겠다고 생각했는데 다림질 하고 입으니 괜찮아졌어요ㅎㅎ 아직도 살짝 어정쩡한 느낌이 남아있는데 그냥 제가 너무 예민하게 생각하고 봐서 그런 것 같아요 작년부터 테니스 스커트 살까 고민했는데 다 2만원 정도 해서 그냥 안샀는데 고고싱에서 정말 싸게 사서 너무 좋아요ㅎㅎ 다른 색들도 더 갖고싶어요
aljerng**|배송오자마자 입고나갔는데 짱짱 편해요!!!!! 길이감도 괜찮고 무엇보다 뒤가 밴딩이라서 더 좋은거 같아요ㅠㅠ 반바지 평소에 잘 안입는 편인데 진짜 맨날 이것만 입을거 같아여ㅠㅠ 화이트도 구매할까 생각중입니당!!!!!ㅠㅠㅜㅜ
whj12**|포토후기 3등?!원래는 박시한 검정색 고르다가 색깔이랑 민무늬하며 딱 너무편하고 좋아보여서 질럿는데! 생각보다 되게 편하게 입고잇어요 ㅋㅋ 안에 비치지도않고 뭐랄까.. 얇은재질은 아니고 약간은 도톰란 반팔?? 근데 되게 편해서ㅋㅋ 무난하게 입고다니네요~ 청치마랑도 입엇엇는데 그것도 이뻣구요!! 그냥 슬랙스랑 입어도 이쁘네요ㅎㅎ 짱짱 근데 아주약간 파인기분??이랄까 그래요ㅎㅎ
a123**|이번에 구입한 테니스 스커트 블랙. 화이트. 스카이 세개 중 이게 가장 마음에 들어요ㅎㅎ 제가 워낙에 파랑 계열을 좋아하기도 하지만 옷 자체가 색이 예쁘고 여름에 입기에 화사하니 정말 좋은 것 같아요!! 단점이라면 구김이 잘 생긴다는거...? 옷이 많이 구겨져서 와서 다림질해서 입은건데 사진만 찍고 벗는데도 금방 구김이 생기더라구요ㅠ 입을때마다 다려입어야 할 것 같아요 그래도 옷은 정말 맘에 듭니다!
ndo0233**|생각했던것 이상으로 너무 예뻣어요 ㅎㅎ 치마나 바지나 어디에든 다 잘어울리고 가격대비에 너무 좋은것 같아요 신발이 조금 크긴 한데 이건 제 실수니까 ㅠㅠ 튼 너무 좋고 잘 산것 같아서 만족하고 가요~ 간만에 하나 건진것 같아서 좋아요 ㅎㅎㅎㅎㅎㅎㅎㅎ
a123**|이번에 고고싱에서 테니스 스커트를 3개 주문했어요 두 개는 폴폴플리츠가 아닌 타입플리츠로 구입했습니다 원래 하얀색도 타입플리츠로 살까 고민하다가 바지내장된걸로 샀는데 쪼끔 후회되요ㅎ... 입었을때 살짝 불편한감이 있더라구요ㅠ 그리고 바지 윗부분이 시스루같아서 속바지는 꼭꼭 입어야겠어요 아래부분같은 재질이라면 비침이 거의 없을 것 같은데 하얀 속옷을 입고 있음에도 속옷이 살짝 비치더라구요ㅠ 그래서 그냥타입플리츠로 살껄 후회했어요 만약 다시 구입한다면 이거 말고 다른걸로 살듯합니다!
omm**|싸다고 해서 무시했는데 오늘 이거 입고 날씬 하다는 소리 엄청 많이 들었어요 ㅎㅎ대박 재구매의사 100%에요
omm**|이쁘네요 근데 생각보다 핏이 별로 가을 겨울 봄에 입어야 할듯....이제 못입을듯 ㅠ
omm**|와 대박...진심 이거 편해요 보풀 별로 일어날것가지도 않고 ㅎㅎ 근데 제가 키가 있어서 그런지 기장이 좀 짧네요아쉽네여!그래도 잘 입고다닐게요 편하게 입을 거 같네요
jysim**|모델언니 착샷보고 반해서 바로 사버렸어요!! 날씨가 갑자기 더워져서 얼마 못 입을까봐 걱정했는데 그래도 더 더워지기전에 자주 입고 다녔습니당 친구들이 다 예쁘다고 칭찬해줬어요>_< 구김이 잘 가는 재질이라 조금 신경쓰이긴하지만 심하게 가는건 아니라 괜찮을거같네요~ 단독으로 입기보단 니트랑 같이 입어주는게 훨 예뻐여
chldms**|이뻐요 ㅋㅋㅋㅋ기대마니안햇는데 이쁘고 색도 되개 좋아용 길어서 바지에 넣어입기 좋운데 너무긴거같은느낌이들어영그거빼곤 만족이에염
jysim**|안감이 있는데 비침있음이 무슨 말인지 했는데 안감이 되게되게 얇네여ㅋㅋ 그래서 누드톤 속바지 필수인것같아요~~ 얇아도 속바지 입으면 별로 티 안나서 예뻐요 지금은 조금 더워져서 안입지만 이거 사고나서는 자주 입고 다녔어요~~ 봄마다 자주 입을거같아용ㅎㅎ
chldms**|그냥흰색으로삿는데 그냥 평범한반팔인데 길다는거 빼곤 다른게 업엇고 좀 마니 비춰염 ㅜㅜ그랴도 잘입고잇어여가격대비에는좋은거같고 살꺼면 다른색으로 추천ㅎㅐ영
chldms**|잘입고 있어염 근대 생각보다 짧앗어여 ㅎㅎ 근데 갠찮은거같아요 재질도 되게 마음에 들어염 ㅎㅎ다른색깔도 구매할까 생각중이에염 바지랑입음 이버영
a123**|우주어즈 반티 완전 맘에 들어요ㅎㅎ 옷이 얇지않고 면이 되게 좋은 것 같아요 안에 검정색 속옷인데도 비침이 거의 없어서 그냥 입어도 될 것 같지만..! 팔통이 커서 팔을 들면 옆에서 속옷이 보이더라구요 그래서 안에 나시를 입어야 할듯 해요ㅎㅎ 그리고 별 하나를 뺀 이유는 목부분이 살짝 늘어난채로 쭈글쭈글해져서 왔더라구요 양쪽 다 쭈글했어요ㅠ 그래서 다림질을 했는데도 어정쩡해보여요 면이 정말 좋은데 목은 조금 잘 늘어날 것 같아요! 어쨋든 옷 맘에 들어요~
chldms**|제가 다리가 두꺼워서 엘로 시켯는데 흠 재질은 좀 흐물흐물하구영 생각보다 좀 별루였던거갗아여ㅜㅜ 얇아서 여름에 입기엔 딱인거 같아요 다른거는 갠찮은거같네요 ㅎㅎ
sonia09**|검정색은 소라색과 다르게 소재가 약간 뻣뻣한 느낌이 없지않아 있어요 밋밋하지도 않고 기장이나 팔길이 넓이 마음에들었는데 부모님이 싫으시다네요
ghddbf**|흰티 입고 입기에 너무 좋네요^^ 재질도 시원시원하고 잘 늘어지지 않아서 좋은것같아요. 기본템으로 사용하기 매우좋은 아이템입니다. 저렴한 가격에 비해서 좋은 내구성을 가지고 있네요. 매우 만족중이에요~~~~~~~~~~~~
eunbeen50**|여름에 신을 샌들 찾고 있었는데 디자인도 무난하고 가격도 착해서 주문했어요!상상이상으로 발이 편해요 정말오래 신고 다녀도 발바닥 아픔이 별로 없어요 푹신하고요7cm보단 체감높이는 조금 낮게 느껴지고요사이즈는 정사이즈라 딱맞게 시키시면 맞아요고고싱 신발도 구매성공했어요 좋아요엄청좋아요~
sonia09**|딱 베이직라인인 만큼 기본템인것 같고 브이넥이 적당히 파여있어서 부담스럽지도 않고 민무늬여도 밋밋하지 않아서 좋아요 기장도 엉덩이 반정도 덮는기장이고 팔도 적당히 넓어서 입고다니기 편한것 같아요 특히 소라색이 제일 이쁜것 같네요
lamona01**|흰색 L샀어요!! 같은 사이즈로 블랙 산것도 후기적었는데 크기는 진짜맘에들어요ㅎㅎㅎㅎ 그리고 흰색은 특히 비치는게 뭔가 신경쓰이는데 안비친다고 할순없지만 다른티에 비해서는 비침이 뭔가 덜한거같긴했어요! 이것두 체육할때마다 잘입고 댕길듯해요ㅋㅋㅋㅋㅋ 목도 잘 안늘어날꺼같이 생겨서 맘편하게입고 다닐라고옇 잘입을께용
sonia09**|면이 사실 구김이 너무많이 가요 색깔은 적당한것 같고 팔부분이 통이 심하게 크지 않고 적당해서 좋은것같아요 전체적 기장은 제가 통통한 편이 아님에도 살짝 짧아서 바지 안에 넣어입기엔 쫌 잘 빠져나와요 간단하게 입기 좋긴하네요
dado**|요즘 봄이라서 밝은색으루 구입했어요! 전에 속바지 있는 상품으로 와인컬러 구매했는데 잘 입고 다니고 있거든요 ㅋㅋ 하얀색이라 그런지 속옷이 비치긴 하네요ㅠㅠ 속바지 입으셔야할듯! 작게 나왔다길래 라지로 했는데도 타이트하긴 하네요ㅠㅠ 입기전에 세탁하고 다림질 한번 해야할 것 같아요~ 여름에 잘 입고 다닐게요!
sonia09**|롱블라우스인 만큼 기장이 길고 스판도 어느정도 있으면서 보드라운 소재라서 마음에 들고 앞 뒤가 언밸런스라서 밋밋하지 않은것 같아 좋네요
sonia09**|색깔도 예쁘고 면은 딱 적당한 면소재에요 약간 타이트한 핏이고 기장도 적절하니 간절기에 간단히 입기좋은것 같아요
lamona01**|이번에 시킨거 중에서 이 가방이 젤 좋아요ㅠㅠㅠㅠㅠ 진짜 그림도 귀엽고 파란색도 맘에들고 기대많이했는데 기대한만큼 좋은듯ㅎㅎㅎ 근데 끈이 약간 긴거같긴하지만ㅠㅠ 그냥 이 가격에 이런가방 샀으니까 만족해요! 이제 날씨도 더운데  메고 다니면 시원해보이고 좋을꺼같아요ㅎ 저렴한편이라 편하게 메고 다니기도 딱인듯ㅎ 잘메고다닐께용♡
a130audt**|가격대비 질 진짜 좋아요! 옷도 진짜 이쁘고 실제로 받아봐야 알아요 정말 ㅠㅠ.. 질이 최고임..ㅎㅎㅎ 그리고 핏도 예쁘고 길이가 조금 긴게 함정.. 이 가격에 이런 질 절대 못 사요 다른데서는..ㅎㅎ 최고인듯.. 근데 요즘 더워서 좀 더워영..ㅠㅠㅋㅋㅋ
sonia09**|면남방 느낌보다는 쫌 뻑뻑한 재질이구 스판기가 별로없어서 입고벗을때 쫌 불편한것 같아요 모델핏처럼 하늘하늘하다기 보단 좀더 두툼한 느낌이에요
