kjo99**|가격대비 너무 이뻐요!안에 긴 가방끈도 있어서 놀랐습니다생각보다 작긴한데 귀엽네요!!
694027660**|양털자켓 다른 상품도 많고 후기도 없어서 진짜 고민많이했는데 사길 잘했어요제가 첫 후기라 더 만족스럽네요!!안에 등부분 누빔으로 되어있어서 의외로 따뜻하고 지금 날씨에 입기 딱 좋아요 처음받았을때 너무큰거같아서 어벙에보일까봐 걱정했는데 입어보니 귀여워보여서 옷이 그뤠잇이네요~:)
tjswjd52**|노란색 색이 너무 예뿜 병아리같아여 ㅠㅠ 귀여워요 ㅠㅠㅠㅠㅠ 꼭 사길 바람 목부분 귀여움
694027660**|니트조끼 갖고싶어서 샀는데 만족이에용!제가 어좁이라 어깨부분은 어쩔수없지만 그래도 이뻐요!핑크인데 색상이 완전핑크가 아니라 인디핑크에서 갈색빛이에요가격도 저렴하고 브라운도 구매해야겠어요
youmijja**|제가 엄청 기대하고ㅜ보자마자 장바구니로 넣었던 상품이에용브라운 주문했었는데 품절됐는데 재입고가 어렵게 됐다고 색상을 교체했어야 해서 블랙으로 받았네요..주문하고 오랫동안 배송시작도 안하고 있었어서 좀 그랬는데 물량확인 안하고 주문받은거 알고서 더 기분이 별로였네요.어쩔 수 없이 블랙을 받긴 했디만 옷 자체는 나쁘지 않은거 같네요. 브라운색이랑 입으려고 블랙 니트 시켰는데 결국 둘 다 블랙 ㅋㅌㅌㅋㅋㅋ기분이 란좋긴 하지만 다른거랑 입죠 뭐 그래도 나쁘지 않아서ㅜ다행이네용~~다음부턴 잘 확인 후 주문 받아주세요 기다리는 사람은 진짜 실망스러워요ㅜ
zptr**|보이기에는 보통 달라붙는 골지니트들처럼 얇고 가벼울줄 알았는데 생각보다 무게감이 있고 탄탄합니다. 그래서 더 마음에 드는거같아요! 소매부분도 포인트가 되고 좋습니다! 예쁘게 입을수있을거같아요~ 이번에 같이산 원피스랑 입어봤는데 잘 어울리네요!
zptr**|요즘 골지니트가 사고싶었는데 모양이 독특하고 예뻐서 구입했습니다. 주문이 많았던건지 같이 시킨 다른것들보다 늦게오긴했는데 다행이 마음에 듭니다! 옷도 생각했던것보다 탄탄하고 좋아요~
youmijja**|따뜻할 것 같아서 구매할까 말까 고민하다가 세일가호 엄청 싸길래 바로 구매해버렸어용생각한대로 진짜 두껍긴한데 그만큼 무게가 나가고 생각보다 길이가 너무 짧ㅇ은거 빼고는 만족스럽네용~~원래 니트롱스커트랑 입으려고 주문했던건데 품절됐다고 연락와서  쓸모럾어졌지만 롱치마랑 입으면 리쁠거 같네용 싼가격에 잘 구매한듯 해용아직 입고 외출ㄹ항 적은 없어 정확히 얼마나 보온감이 있을지는 모르겠지만 따뜻하게 잘입을게용~~~
zptr**|원래는 차콜색상을 구입하려고햇는데 잘못눌러서 이게 왔네요 ㅠ 반품하기도 아깝고 맘에 들지않는것도 아니여서 그냥 입기로했습니다! 약간 타이트한감이있지만 그래서 핏이 더 예쁜거같아요! 패턴도 예쁘고 색도 예쁩니다~
mint12**|기본적이라 깔끔하고 좋은데 저는 좀 크게 입는 편이라 어깨선이 딱 맞아서 조금 불편했어요... 그래도 완전 기본템이니 하나 쟁여두는 거도 괜찮아요~!
zptr**|그레이색상구입하면서 색이 독특하고 예뻐보여구입했습니다. 어두운계열 옷이많기도하고 색이 독특해서 구입했는데 잘산거같아요! 화사해보이고 좋습니다. 두툼하고 핏도예뻐서 활용도가 높아요!
zptr**|생김이나 색상이 예뻐보여서 구입했는데 정말 잘산거같아요! 정말 도톰해서 안에 입으면 정말 좋구요! 색도 예쁘고 핏도 예쁘고 정말 마음에듭니다! 반목니트라서 보온성이 더 좋은거같아요!
zptr**|색상이랑 패던이 마음에 들어서 구입했는데 화면으로 보는거랑 핏이랑 모양이 좀 달라요 ㅠㅠ 밑단부분이 너무 길어서 어정쩡해보이고 별로 예쁘지않네요 ㅠㅠ 패턴이랑 색은 너무 예뻐서 밑에를 잘라서 입으려고합니다.
ddole**|좀오래걸렷어요! 1월10출고된다기에 1월9일시켯지만 17일에 빋앗네요ㅠㅠ 입어봣을때 안감은없지만 비치는소재는아니엿어요허리중앙쯤 밴딩이되잇어 조은거같아요조끼도 길게 잘나온거같구 살짝 어깨선을가려줘요 ~벨트는 구멍은따로없지만 숭숭뚫려잇어 편하게 고정되네요전 키가 155인데 기장은 무릎아래로떨어지네요 그래서 편할거같아요 ㅎㅎ+아 지금보니 조끼밑단 모서리 마무리가 조금미흡해요ㅠㅠ 실밥이 애매해서 자칫올나갈거같은 !@잘 묶어서입으세요~
cri**|수치상으로는 다소 짧아보였는데 안감으로 팬츠가 있길래 혹시나 해서 시켜봤는데 생각보다는 덜 짧은 것 같아서 다행이에요..! 핏은 A라인으로 예쁘지만, 아무래도 뒤가 밴딩이다보니 뒷부분이 살짝 들뜨는건 어쩔수 없네요ㅠ 그래도 편하게 입고 다니기 좋아서 만족입니당
dbsdk03**|디자인은 정말 이쁜데 진짜 냄새 너무 심해요 제것만 그런건지는 모르겠는데 밖에다가 걸어놔도 냄새가 잘 안 빠지네요 그것만 빼면 색깔도 예뻐요 저는 소매가 길어서 두 번 접어서 입고 있어요!
cri**|고고싱 첫구매였는데 성공해서 다행입니다! 색상은 기대했던대로 진한 딥그린색이고, 가장 걱정했던 팔뚝 핏도 넉넉한 느낌이 나서 만족스러워요. 다만 재질은 생각과 약간 다른데 광택이 사알짝 나서 벨벳느낌이 난달까? 그렇지만 그 느낌이 색과 어울려서 예쁘네요.
dbsdk03**|일단 버클이 있어서 그런지 고급지구 태슬 너무 이뻐요ㅠ 냄새는 조금 나길래 밖에다 걸어놨어요
697540983**|리뷰 잘 안남기는데 진짜 진짜 이뻐요한참 찾아다니고있었던 디자인이라 바로 질러버렸어요사실 무지퍼셀하고 엄청 고민했었는데 후회 안해요ㅠㅠㅠ탄탄하고 진짜 이뻐요 떨어지면 다시 하나 사고싶을정도로!정사이즈 시켰는데 사이즈도 딱 맞아요진짜 이쁩니다ㅠㅠㅠㅠ
dbsdk03**|흰색 단가라랑 빨간색 단가라 중에 뭐 사야할 지 고민했는데 빨간색 사길 잘한 것 같아요 소매가 조금 많이 길긴 한데 그것 마저도 이쁘게 보여요! 배송도 이틀만에 오고 역시 믿고 사는 고고싱ㅜㅜ
haha**|겨울에도 입을수 있는 골덴소재라서 너무좋아요보통 블라우스 생각하면 봄에 입을수 있을 정도로얇은데 도톰해서 좋아용~~~저는 베이지 샀는데 색상 촌스럽지도않고 예뻐요
cute44**|너무 좋아요 평소에 다른 바지는 접었어야 했는데 키에 맞게 나오니까 너무 편해요 핏도 이뻐요
pinkbaby04**|허리밴딩 쫀쫀하고 예뻐요! 제 키에 발목 조금 위로 오는 스커트 찾기 힘들었는데 이 치마는 딱 원하는 길이라서 너무 맘에 들어요 어떤 상의랑 입어도 무난하게 잘 어울리는 치마예요 밑 부분이 프릴처럼 되어있어서 더 밋밋하지 않고 러블리해요
wlgus65**|혹시몰라서 L로 주문했어요!신축성 넘좋아서 M시켜도 됐을뻔했네요!! 중청색도너무이쁘고 일자핏도 넘이뻐요!!다음에도 바지는 고고싱에서 살것같네용
pep05**|길이도 적당하고 허리 잡아주는 고무줄이 있어서 좋아요. 저거입고 에버랜드 다녀왔어요 ㅎㅎ 완전 추천합니다
pep05**|처음엔 잉 뭐지 통이 생각보다 크네 했는데 입다보면 캐주얼하게 입을 수 있는 옷인것 같아요. 일자로 밑에통만 커보이지 위에 골반쪽은 잘 잡아줘서 입기 좋아요 참고로 가디건이랑 입고있는 제가 입은 바지가 이 바지입니다.
hyowon01**|인생 니트 나왔습니다!!!! 가격에 비해 옷 질도 좋고 바지랑 입어도 잘어울리고 치마랑 입어도 잘어울려요ㅠㅜ 근데 살짝 비친다는 점?! 벋 나시입으면 해결! 딱 입어보고 나서 엄마도 예쁘다고 말해주고 친구도 보고 예쁘다고 한 옷 왜 여러 색깔 안샀는지 후회중ㅠㅜ 다른 색도 살 예정이에요~~
hyowon01**|여러분ㅠㅜ 진짜 예뻐요ㅠㅜ 뚠뚜니인 제가 입어도 정말 예쁜 옷이에오ㅠㅜ 허벅지랑 종아리 일부분 가려줘ㅓ 진짜 바지 입은 것보다 더 안 뚠뚜네보여요ㅠㅜ 진짜 꼬오오오ㅗ옥 사세요ㅠㅜ
hyowon01**|배송비 안내려고 집어넣은 제품이였는데 생각보다 좋아서 괜찮은 듯
pep05**|오자마자 바로 학원에 입고 다녀왔는데요 솔직히 처음엔 좀 끼는 느낌이 있었지먼 입다보니까 편하더라고요!!색도 예쁘고 일자핏도 맘에들어요 추천드려요
seohyun09**|와 진짜 이거 대박이에요 물론 사람마다 다를순 있지만 저한텐 진짜 딱 맞고 핏 너무 예뻐요 고고싱에서 바지 처음 사보는데 진짜 대박 리얼 대성공이에요ㅜㅜ 앞으로 바지는 고고싱에서만 살까 합니다 고고싱 더 대박나세요❤️
sde0204**|항상 작은 키 때문에 원피스 길이를 보고 사는데 이건 딱 제 무릎까지 오더라구요 줄여야 하나 생각중이에요원피스는 샤라랄 하고 예뻐요 여름까지 입어도 괜찮을것 같네요^^
sde0204**|옷은 사진 그대로에요 정말 예뻐요 다만 제가 조금 작아서 인지 팔쪽 프릴이 너무 크더라구요ㅎㅎ청치마에 받쳐입어도 이쁠것 같아요 잘 입을께요;)
sde0204**|겉기모라 엄청 보들보들해요 목부분은 밴드라 입으면 정말 예쁘게 잘 맞더라구요 안에 나시입고 단독으로 치마 받쳐 입어도 정말 예쁠것 같아요
sde0204**|사진에는 약간 베이지처럼 나왔는데 실제로는 그냥 핑크에요 완전 핑크 참고해서 구매하시고 프릴은 정말 예쁜데 양끝쪽이 조금 뜨더라구요 그부분은 감안해서 사셔야 될것 같아요
66892189**|와 진짜 너무 좋아요!!털 너무 보들보들하고 기장도 딱 적당해요!!!색상은 사진이랑 똑같고 단가라랑 같이 입으면 너무 이쁠것같아요!!
ys042**|키가 작아서 그런지 소매 별로 안 짧네요 ㅎ그리고 가격대비 완전 괜춘한 듯!이 가격으로는 안 보이는 거 같아염
jung05**|고고싱은 항상 믿고 사는것 같아요 배송도 주말제외하고 이틀만에 오고저렴한가격에 옷이 너무 예뻐요 ㅠㅠ 키작녀라 길이가 길면 어떡하지라는 고민을 많이 했었는데 역시 실망하지않고 딱 예쁜길이네요 ㅎㅎ실물이 색깔도 훨씬 예뻐요 !! 봄 가을 그리고 겨울엔 셔츠안에 목폴라 입으면 될것같아요 예쁘게 입을께요 고고싱 감사합니다 ☺️
ys042**|기대이상으로 이뻐요! 뒤에 밴딩이라 입기도 편하고 완전 만조쿠함니당~아이보리 색상도 있었으면 사고싶어요!근데 사고나니까 세일하네요^^!
wjdtpgus03**|와 진짜 제 인생 후드 ,, 그냥 맨날 이 옷만 입고 싶어요ㅠㅅㅠ 한파때도 이거랑 외투 입었는데 넘 따뜻했고요 .. 넘 귀엽고 부드럽고ㅜㅜㅜㅜㅜ 처음 입었을땐 털빠짐 있었는데 이젠 전혀 없어욥,, 다른 색도 다 사고싶어요 엉엉 애들이 곰 같다고 그랬어용 ㅋㅋ
hio9611**|예뻐욤 생각보다 두툼해서 따뜻하기까지 해요ㅎㅎㅎㅎ색감도 예쁘고 체크무늬도 예쁘고 치마 라인도 예뻐여꼭 위에 세트 남방 아니어도 다른 옷에도 같이 입으면 예쁠 것 같네욤잘입을게요 ~~
nhjp**|블랙색상으로 구입했습니다 오배송으로 인해몇일정도 늦어지긴했지만 상품보고 그 기다림도 아무 것도 아닌 것 처럼 느껴지네요 ㅎㅎ 재질도 괜찮고 따뜻해서 날씨 풀리면 하나만 입을 수 있겠어요벨트도 잘조여주고 팔부분이랑 목부분만 좀 깨끗하게입으면 오래 입을 수 있겠네요 예쁘게 잘입겠습니다
eundi**|뚱뚱해보이면 어쩌지 하다 이걸 샀는데, 생각보다 따뜻해요 블라우스가 ㅎㅎ 물론 안에 뭘 입어야 따뜻하답니다. 봄에 입어도 적절할 것 같네요 ㅋㅋ 치마도 마음에 들어요. 치마는 속치마가 없다는점 알아두세여
eundi**|이거는 안에 입을 용도로 입으셨으면 좋겠어요 그냥 입기에는 조금 얇아요 그래서 아우터 입어도 추울수있을거같아요. 아니면 집에서 입고다니기 딱 좋네여
eundi**|이거 입고 그냥 코트 입고 술먹었는데, 안춥더라구요. 굉장히 따뜻한 기모입니다. 간지럽지도 않고 입을만해요 ㅎㅎ
eundi**|생각보다 두꺼워서 놀랐어요. 조금 박시한 편이 있지만 키작은 분들이나 키 큰분들에게도 어울릴 옷이에요. 근데 팔이 조금 두꺼워보이는 경향이 있어요.
eundi**|정말 착한니트구여 조금 얇아요 그래서 셔츠랑 같이 입으면 더욱 더 이쁘더라구요 거기에 아우터 입으면 따뜻할거같아요. 봄에 입으면 더 적절한 니트입니다.
ahj97**|목부분하고 손목부분 프릴이 이뻐서 샀는데요제가 겨울에는 폴라티를 자주 입고 다녀서 이것도 자신감있게 질렀는데... 목부분 프릴이 부담스러우요 ㅠㅠ제가 목이 길지는 않아도 짧다고 생각한 적은 없었는데프릴이 제 목을 더 짧아 보이게 하는 거 같아요.친구가 모델핏하고 제가 입은 거 보고서는 엄청 웃었어요왜 이런거 같내고 하니깐 목길이 문제가 아니라 모델은 바스트가 있는데 넌 없어서 폴라부분이 너 목을 더 짧게 만드는 거 같다고... 근데 슬기롭게 목부분응 안으로 접어서 입고 다니니깐 예뻐요! 하하 바스트가 작다고 이 예쁜 옷을 버릴 수는 없잔항요?!
ahj97**|진짜 따뜻해요! 겨울에 얇은 바지만 입고 다닌다고 걱졍하셨는데 쫀쫀스키니 보고는 잘 샀다고 해주셨어요.근데 후기에 나온 것처럼 정사이즈로 사시는 게 좋을 거 같아요 왜냐하면 밴드가 탄력성이 떨어져요. 제 허리사이즈가 25인데 바지사이즈는 S라고 샀는데 허리가 좀 남아요 한 27되는 거 같아요. 그리고 자꾸 바지가 내려간다고 하셨는데 그건 사실이구요. 그럴 때는 허리를 한단 접어서 입어보세요 그러면 덜 내려갈 거에요!
wkaocjs**|모델 핏이 예뻐서 주문햇어요. 뭐 모델핏만큼 예쁘지 않지만 가끔 날씨 따뜻한날 입고있답니다
heyjin**|코트나 점퍼안에 입으려고 하나 사고싶었는데 마침 고고싱에 맘에드는게 딱 나와서 구매버튼 바로 눌렀네요ㅋ폴라티위에 맨날 입고 다녀요~가벼워서 일단 좋구요~안에 털들이 잘 빠져서....검정티에 잘 묻는게 단점이지만요ㅠㅠ그래도 겨울내내 자주 입고다닐거같아요~
wkaocjs**|예뻐서 기본은 없어서 구매했어요. 아직 몇번 입어보지 못했지만 따뜻하니 좋네요. 항상 고고싱에서 구매많이하는데 제 마음에 쏘옥 듭니다
kug54**|매번 치마나 바지 살때마다 허리가 커서 따로 줄이거나 했는데 이번 치마는 밴딩으로 되어있어서 줄일일도 없고 좋은거같아요 얼른 날씨가 풀려서 입곺다녔으면 좋겠어요 ㅠㅠㅠ
kug54**|저는 도트백으로 들고다닐려구 샀는데 너무이뻐요 ㅠㅠㅠ예전부텊사고싶은 디자인이였는데 크로스 방향으로 똑딱이 둘다 채우고 다니는게 훨 이쁜거 같습니다!
kug54**|다른 택배랑 같이왔는데 귀걸이가 작아가지구 뽁뽁이에 있는거 버릴뻔했네요 ㅠㅠㅠㅠ검정샛이였으면 다른분 말대로 잘 안보였을꺼같은데 흰색 정말 이쁩니다!! 가들 사세요
wkaocjs**|이중으로 수납공간이 되는 가방을 찾고있었는데 제 마음에 쏘옥 드는 걸 찾아 바로 주문했어요 ㅎㅎ
kgh3**|너무 예쁜데요 위에 똑단이 단추가 너무 커서 싼티가 나더라구요. 옆에서 보면 비추고 단추만 작았으면 좋았을텐데 그래도 이쁘긴하네요
wkaocjs**|저번에 오트밀색상 구입해서 신어보고 기대이상으로 너무 좋아서 또 구입햇는데 연보라색도 넘 이쁘네여
oopsreac**|색이 진짜 퍼플.. 예뻐용 흰코트랑 입어도 이쁘고 검은코트도 이쁘고 색이 이쁜퍼플이에요ㅎㅎㅎㅎ
