zxc99**|처음엔 저렴해서 질이 안좋을 거라고 생각했는데 빨아도 목도 안늘어나고 가성비 좋습니당 ㅎㅎㅎㅎ
oceana**|모자 진짜 예뻐용... 사실 걱정 많이 했는데 사진에서 보이는 만큼 예쁘고 사이즈도 딱 적당무난 합니댜 색감도 원하던 그대로네요
oye**|두께도 지금 입기 딱 적당한거같아요 색깔도 너무 이쁘게 잘 나온듯!! 핏도 나름 괜찮아서 만족스럽당 배송도 빨라서 좋앗어요
oceana**|이것도 사진에서 보던대로 실물 예뻐용,, 소매 부분도 예쁘고 딱 하늘하늘 하고 퀄리티도 나름 높다고 생각합니당
oceana**|정말 사진 그으으대로에요 예쁘고 무난하고 실용성 좋고!! 함께 온 벨트 퀄리티는 조금 그렇지만 그래도 만족함니댱
oceana**|사진에서 보던 핏이랑 흡사 한 것 같아요 딱 지금 계절에 입기 좋네요 지금 뽕 빼게 입어야지
dlxkcl10**|다들 예쁘다고 난리네요 진심으로 대학생인데 오늘 옷 처음으로 입었는데 빌려달라는 소리까지 들었습니다 진짜 재질도 튼튼하고 좋아요 진심이에요 쇼핑몰에서 옷사고 이렇게 만족한적 처음
pdw58**|키가 작은편이라 길이가 걱정했었는데 박시한 핏으로 입을 수 있을 정도라 만족했어요. 저렴한 가격에 비해 퀄이 좋았어요!! 재질도 좋구요! 만족합니당
dlxkcl10**|재질도 괜찮고 색상도 잘나왔어요 봄가을로 이용하기좋고 딱 요즘이 입기 좋아요 너무 예뻐요 잘입을게요
dl7**|좋아아아아아아아아아아ㅏ아어요요요용오오ㅗ오아어오엉ㅇ홍ㅎㅇ어오오옹ㅎ옹ㅎ옹ㅎ옹ㅎ어녾엃너넎엉어노쟈쟈ㅓ옹옹
dlxkcl10**|예상외로 너무 튼튼해서 잘신고 있어요 가격대비 짱입니다 잘신을게용! 딱 요즘에 신기 좋은 재질
rmaal75**|처음에 불량이 와서 바로 반품받고 오늘 새로 받았는데 정말 말 그대로 찰랑찰랑한 재질이라 여름에 입을때 시원하고 좋을 것 같아요!! 대만족합니다. 사이즈도 잘 맞구요. 이런 티셔츠 많이 나왔으면 좋겠네요. 쉽게 늘어날 것 같지 않습니다 ㅎㅎㅎㅎ
gahyun**|싸게 샀다고 생각한 가디건이었는데 질이 너무 좋아서 놀랐어욤 좀 불편했던건 배송이 넘.느렸던거....ㅜㅜ뭐 인기가 그만큼 많다는 거겠죠?기다린만큼 옷은 만족했습니다.
gahyun**|제가 몸매가 딸리나봐여...신축성이 너무 좋다보니 엉덩이가 볼록 튀어나오네요ㅜㅜ살 좀 더 빼고 입어야겠어용 마른분들께는 추천합니당 글고 생각보다 옷이 얇아요
gahyun**|이런 스타일의 옷은 처음이라 걱정했는데 생각보다 너무 이뻐서 놀랐어요..그리고 재질도 부들부들해서 입기 딱 좋아요.만족합니당ㅎㅎ
gahyun**|신축성이 없어서 엉덩이랑 허리를 꽉 잡아주고 다리라인이 너무 이쁘게 보여요ㅜㅜ아무 블라우스랑 입어도 찰떡일거같아요.
jua23**|어두운 롱 원피스가 필요했는데 리본으로 허리도 조절가능하고 실용적인거같아서 샀는데 진짜 너무 이뻐여
gahyun**|작아서 막 들고다니려고 샀는데 생각보다 튼튼해요 사살 가방같은건 잘 질려해서 올해만 쓰려고 했었는데 내년까지도 쓸 수 있을거 같아요.괜찮습니당ㅎㅎ
jua23**|귀걸이 진심 존예!!커서 부담스러울줄알앗는데 진짜 너무 이뻐요 ㅠㅠ 그리고 흔들릴때마다 나는 찰랑찰랑 소리가 너무 좋아요
jua23**|벨트가 무난무난하니 이뻐여ㅎㅎ 네모난해서 더 심플하게이뻐보이는거같아요 블랙할까 브라운할까 고민했는데 블랙가지니 브라움도 갖고싶은...
gahyun**|좀 얇긴했는데 앞으로 따뜻해질 날씨 생각하면 괜찮았구요. 엄청 이뻣어요 여리여리해보여요 만족합니당ㅎㅎ이번에 주문한것중에 제일 맘에 들어요.
dnjsal**|너무 이뻐요~~ 근데 세탁 한번 하닌깐 밑에 실 튿어지고 난리도 아니네요. 세탁기 돌리면 안되는거였나봐요.. 그래도 정말 이쁘고 좋아요~
dnjsal**|상품 받자마자 깜짝 놀랐어요... 너무 커서ㅠㅠㅠ 큰건지 모르고 샀어서.. 크다는거 인지하고 사셔야 할듯 싶네요
dnjsal**|좋아요~~~ 재질도 좋은거 같고 디자인이 너무 이쁘게 나왔네요! 저는 삼월말에 입으려서 산거라서 괜찮은데 지금 입기에는 더울것 같긴하네요. 그래도 전 이쁘게 잘 입입었습니다.
51102405**|진짜 예쁘고 굽도 별로 안 높아서 발도 구두에비해 안 아프고 소리도 나고 청바지에 신어도 이쁘고 치마에 신어도 이쁘고 컨셉때문에 양말 신고도 신어봤지만 맨발도 이쁘고 그냥 좋아요 !!
hh05**|이거 대존예!!! 세상 편해요ㅠㅠㅠ 후드티나 맨투맨이나 후드집업에다 자주 코디하고 있습니당ㅎㅎ 다리라인도 은근 잡아줘서 더 이뻐보이네용
fntldk09**|생각보다 옷 너무 예뻤어요‧⁺◟( ᵒ̴̶̷̥́ ·̫ ᵒ̴̶̷̣̥̀ )소매부분이 품 넉넉한것도 넘 좋았고 특히!!! 끈으로 허리라인강조할수있어서 좋네요-~~
ktj59**|가격이 싸서 디자인이랑 소재에 대해서 조금 걱정했었는데 입어보니깐 너무 이뻐요 ! 다음에도 구매할게요
ktj59**|흰색이라서 비침도 그렇고 여러면에서 걱정했는데 입어보니깐 걱정들 다 사라지네요 ㅜㅜ 가격대비 짱입니다
ktj59**|머스타드 색으로 구매했는데 너무 누런색일까봐 걱정했는데 사진 나와있는거처럼 색이 똑같아서 다행이에요 !
ktj59**|가디건 가격으로는 싸게 나왔길래 한번 구매했는데 너무 이뻐요 ㅜㅜ 걱정할 필요가 없었네요 ㅜㅜ
ktj59**|처음에는 많이 뚱뚱해 보이지 않을까 고민했는데 입어보니깐 스판도 완전 짱짱 핏이 엄청 이뻐요 !
ktj59**|보통 이런옷은 스판끼 없는 옷들도 있어서 걱정했는데 딱 제가 원하는 옷이여서 기분좋게 입을수 있게되었어요 !
sweetgirl**|일단 제가 상체가 좀 야윈 편이라서 그런지,,, 옷이 좀 크더라구요 색깔은 조금 어두운 거 같구요...그리고 좀 얇은 거 같아요...요 최근에 바람 많이 불고 추웠던 날에 입고 돌아댕겼는데,,, 너무 추웠어요 ㅠㅠ 진짜 그야말로 봄옷입니다 ㅋㅋㅋ 그래두 예뻐요 ^^ 잘 입고 돌아다닐게요 ^^
44793929**|옷이쁩니다!생각했던것보다는 사이즈가 넉넉해요~색감도 이쁘고 너무너무 이쁩니다!!청바지랑 코디해도 이쁘고 데일리 치마랑 입어도 이뻐요
tpwls12**|블랙이 사진으로 볼때 뭔가 이상해서 네이비가 블랙이랑 비슷한 느낌이길래 네이비 샀는데ㅠㅠ 실물은 좀 더 파랗네요ㅠ 걍 검은 빨래에 같이 돌려서 좀 까맣게 만들라구요..
tpwls12**|이너로 입을 기본티가 필요했는데 마침 싸길래 샀어용ㅋㅋ 근데 저렴해서 그런지 한번 입었는데 목이 살짝 늘어났어요 조심히 입어야겠어요~~
tpwls12**|라임도 이뻐서 고민하다가 ㅠㅜ 레드맨투맨이 전부터 확땡겨서 샀어요! 단품으로 입는게 제일 이쁠거같아서 요즘 날씨에 딱일듯요~
tpwls12**|스카이블루사고 라벤더도 이쁠거같아서 고민하다.. 같은 파스텔 계열이니 기본인 아이보리로 사자 하고ㅋㅋㅋ 샀어요! 청바지나 청치마에 입으면 더 이쁠거같네요
tpwls12**|봄맞이 가디건이 필요해서 고르다가 가격도 괜찮아서 샀어요~ 근데 가격대비 질도 괜찮고 핏도 예뻐서 기본으로 있음 좋을것같아 아이보리도 구매했네요ㅋㅋ 강추요
reallyni**|원래 레이스랑 프릴이 있는 디자인을 좋아해서 핑크색이랑 아이보리색 중에서 고만하다가 아이보리색을 레이어드해서 입으려고 아이보리로 구매했어요. 원래 가디건에 레이어드해입었는데 그건 사진 못 찍고 제가 따로 검은 리본에 청치마랑 코디해서 입은 사진 올려요 :)
didrod**|생각보다 배송이 느려서 기다리는게 지루했지만,팔도 넉넉하고 비침도 괜찮아요:) 이거입고 위에 가디건입어두 이쁘고, 트렌치코트 입어도 이쁘답니당
gh173**|음.......디자인이랑은 예뻐요 쫌 넉넉하게 입으시는 분들에게 딱 어울리고 추전해주고싶은느낌입니다. 근데 딱맞게 입으시는 분들에게는 다른걸 추천해드려용ㅎㅎㅎ 편하고 뭔가 힙스러운 느낌이랄까^^;;?
wowye**|비슷한 롱 치자 많은데 그래도 이ㅃㅓ서 삿어요 만족해요
wowye**|무난하게 데일리로 잘 입을 수 있을거 같아요
wowye**|ㅠㅠㅠ 제가 생각하던 가디건보다 많이 얇기도 할 뿐 만아니라 소매도 짧네요... 제가 생각했던 것과 이미지가 많이 달라요
wowye**|생각보다 스트라이프가 굵네요 그래도 이뻐용
70342597**|사이즈가 딱 좋아요! 너무 크지도 않고 작지도 않고 무난합니다 기장도 괜찮구요 네이비가 제일 무난하고 괜찮은 것 같아서 샀는데 아무데나 입기 좋아요
wowye**|많이 얇은데 원피스 위에 입기 딱좋아요
shgkdms2**|생각보다 두꺼워서 좋네요 다 비칠줄 알았는데 안에 이너안입어도 될정도에요 색깔도 문안하게 이뻐서 자주입고있어요 ㅎㅎ
reallyni**|쉬폰 재질 블라우스가 너무 비춰서 원래는 안 좋아했는데 디자인이 너무 예뻐서 구매하게 됐어요. 요즘 날씨가 너무 더워서 입고다니기 딱 좋은 것 같아요. 핑크색이랑 아이보리 중 고민하다가 핑크로 구매했어요 :)
alswlsms1**|생각보다 실망,,너무기대햇나,,너무 허름한 느낌이에요 핏이 여리핏은 아니에요 제가 살짝 덩치가잇는데 그냥 덩치커보이더라구요
ab51**|검은색이랑아이보리 구매했는데 검은색은 입고가느려져서 아이보리먼저왔더라구요ㅎ사이즈는S샀는데 다행이 딱맞아요ㅎㅎ남지않고딱달라붙는 반바지원했는데 잘맞게산거같아요ㅎㅎ바지도편하고이뻐요!검은색도 오면 바로후기남길께요!
alswlsms1**|생각외로 너무만족햇어요 색상도 여리한게 너무이쁘고 특히 끝소매가 정말 여성스러워요 너무이쁜데 사람들이 잘모르는듯하네요ㅠ
azx46**|4월 2일? 3일에 출고 된다고 해서 그런가보다 했는데 4월 첫째주로 배송된다고 어느새 바뀌어있더라구요..ㅎ 그 부분이 살짝 화가 났긴 했지만 옷은 괜찮으니까요..! 가디건은 살짝 얇아요. 딱 봄가을에 간단하게 걸치기 좋은 정도입니다! 제가 밝은 겉옷이 없어서 하나 샀는데 괜찮게 산 것 같아요 ㅋㅋㅋㅋ 기장도 그렇게 길지도 않고 딱 적당히 엉덩이 반 넘게 가리는 정도? 라서 좋아요!!!! 갑자기 날이 좀 추워져서 아직은 입고 나가질 못했는데 예뻐요! 빨기 전에 집에서 좀 입고 있어봤는데 팔이 살짝 길긴하지만 그것도 예뻐용
tnqls42**|여름에 입을 바지로 주문했어요. 색깔은 연청이고 사이즈는 M입니다.지퍼 대신 단추를 잠구는 형태에요.밑단도 깔끔하고 올때 머리끈도 함께 왔어요. 색상은 실제와 똑같이 보이게 열심히 찍었어요!! 신축성은 없는편이지만 허리부분은 딱 맞아서 들뜸이 없고 앉을때 불편함도 없어요. 바지모양이 A자인데 옆부분에 길이가 다른게 정말 신의 한 수인 것 같습니다. 너무 예뻐요. 고민하고 계신다면 사도 좋을 바지인 것 같아요. 연청도 희미한 색이 아니고 하늘색같은 연청이라서 시원해보여요. 연청이라서 부해 보일지 걱정 안하셔도 됩니다.후기 남기는게 처음이라 도움이 되셨을지 모르겠어요... 화이팅!
azx46**|검은색 살까 흰색 살까 고민하다가 둘 다 샀습니다! 바로 아래에도 리뷰 올렸는데 블랙으로 또 올립니다!길이도 적당하고 좋은데 가슴 때문인지 뒷 부분은 기장이 적당한데 앞 부분이 살짝 짧아요 ㅠ또 하늘하늘한 재질이라서 바지나 치마 안에 안 넣어 입으면 바람 팔랑 불면 배 부분이 찰랑찰랑 까뒤집어져욬ㅋㅋㅋㅋㅋ바람 불때는 주의하세요 ㅋㅋㅋㅋㅋ 근데 진짜 예뻐요! 아 제가 입기 전에 손빨래를 했는데 블랙은 물빠짐이 좀 있더라구요뭔 갈색 물이 빠졌어요.. 제 옷만 그런건지는 모르겠는뎅 처음 빨 때 주의하세요!
qqaz**|재입고 기다리다가 겨유 받앗어용 ㅠㅠㅠㅠ 넘이쁜거...팔이 시스루라서 넘 하눌하눌 하니 이뻐요ㅠ고뮤줄 허리도 별로 티 안나고 굿입니다용 봄원피스로 딱이에요
qqaz**|괜찮아용 불랙나사 필요햐서 주문햇어요!!!!!쫀쫀해용>_< 아직  안빨아봐소 어찌돨진 모르지만 좋숩니닼ㅋㅋㅋㅋㅋ 배이직 아이템!!! 약간 짧긴 짧아용  ....!기장이 쪼꼼만 도 길면 좋을곳 같아요 ㅠㅡㅠ
azx46**|검은색 살까 흰색 살까 하다가 둘 다 샀어요!!! 되게 하늘하늘한 재질이라서 시원하고 좋아요 ㅎ예쁘구요!!! 근데 그 손목에 리본 묶기가 좀 힘들어요 ㅋㅋㅋ 어찌저찌 묶긴 묶는데 자꾸 풀려서 살짝 불편하지만 괜찮아요! 예쁘니까요! ㅋㅋㅋㅋ제가 셔츠가 안 어울려서 좀 고민했는데 이건 괜찮더라구요 ㅎ 좋았어요!!! 잘 입고 다닙니당 후기 없을 때 사서 좀 고민했지만 괜찮아요!!!
3406678**|어깨가 조금 각져있어서 붕뜨네요 저는 ㅠ  그래도 다시 빨고 다려입으면 좋을것같습니다 이쁘네요 ㅎㅎ
mymy74**|완전 개별로라 한번도 안입고 걸어놨어욤. 흰색인줄 알았는데 완전 누런 아이보리. 약간도 아니고 그냥 누럼 걸어놓고 손 안댈듯 하하하하 단점만 말했으니 장점 말하자면 옷 핏은 좋음^_^ 사이즈도 좋음 근데 안입을거임^0^
3406678**|라인이 딱 떨어져서 이쁩니다!! 검은색샀는데 다른것도 고민되네요 ㅎㅎ 재질도 맘에들고 좋아요!
143935980**|진짜 옷 너무 좋아요 제가 찾던 바지구 너무 추천 드리는 바지!! 키랑 몸무계랑 10자리에서 10~15정도 차이 나시면 s사시면 딱이에요 진짜 너무 이뻐욯 옷 진짜 감사합니다 잘 입을게요 이쁜 옷 많이 올려주세요❣️
3406678**|너무이뻐요 ㅜ 지금날씨에 딱 입고 다니기 좋은 얇음과벨트도 이쁘고 정말잘샀어요 제 인생템이네요
mijin**|음  사이즈가 조금 크긴 했지만   색은 괜찮았던 거 같아요~ 담에  또  괜찮은거 있으면 보러  올게여ㅋㅋ
3406678**|붙이고 모으면 잘모아지네요 ㅎㅎ 오프숄더같은거 입을때 많이 ㅂ도움받고있습니다 ㅎㅎ 감사합니다~
3406678**|프리사이즈길래 아무생각없이 맞겠지?하고 샀는데 조금 작네요 ㅠ 90-95정도 입는데 조금작아용 사시는분들 참고하세요~
57858929**|색깔이 딱 사진이랑 똑같아용 ㅠㅠ 살이 좀 있는사람한테는 딱 맞는 사이즈일테니 참고하세요 !! 요즘 날씨에 얇은티로 입기 딱 조아용 추천합니다 ~~
57858929**|그냥 시스루로 입기엔 너무 야한감이 있지만 레이어드로 입기에는 최고 세상 예뻐욤 고민하지말고 사세용 ~~
57858929**|생각했던거만큼 너무 예버용 근데 제가 팔뚝살ㅇ 마나서 그런건진 모르겟는데 저 팔 덮는 저 천이 자꾸 올라가고 끈이 애매해용 ㅠㅠ그리고 벗다가 봉제라인이 찢어짐요 ㅎ ㅎ 제가 넘 과격하게 벗은거게쬬...근데 옷 자체는 넘이뻐요. ㅠㅠㅠㅠㅠ후회없슴다 !
