hanb**|완전 이뻐요!!저거 저렇게 안 매고 옆으로 두 쪽 다 한 쪽으로 매도 이쁘더라구요 ㅠㅠ 핑크 짱!!완전 이쁘요 ㅋ
alswl6**|후기~저번주 금요일오후에시켜서 토요일아침일찍 왓어요!배송정말빨리오는것같아요~!색깔도이쁘고 데님도 이쁘과딱원하던거였어요.~부모님도 처음으로 제일예쁜걸샀다면서 ㅎㅎㅎ하지만 제 키가 160이쫌 안되는데 너무큰것같아요!ㅠㅠ엉덩이덮는것같구요 ㅠㅠ 글래도 이쁘게입을께요 ㅎㅎ 별은 5개주고가요~~
hyuna93**|이뻐욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋ이뻐욬ㅋㅋㅋㅋㅋㅋ전그린으로샀는데욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋ그린색만 왜 품절아닌짘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜이쁨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ가격도 적당ㅋㅋㅋㅋ맘에들어욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ오늘 안에반팔만입고 걸치고 나갓는뎈ㅋㅋㅋㅋㅋㅋㅋㅋ괜찮았어욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ두껍진 않은뎈ㅋㅋㅋㅋㅋㅋ춥지는않았어욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전이렇게 루즈하게 입는게좋더라구욬ㅋㅋㅋㅋㅋㅋ키161인뎈ㅋㅋㅋㅋ엉덩이 좀 가리구욬ㅋㅋㅋㅋ팔은 쭉 내리고 있으면 손가락 좀 보일정도에욬ㅋㅋㅋㅋㅋㅋ전귀엽지않지만ㅋㅋㅋㅋ옷이 귀엽네옄ㅋㅋㅋㅋㅋㅋㅋ
gksk00**|힝 언니야들미아내용 ㅠㅠ제가진짜 ㅠㅠ 토요일날팬미팅을가서 ㅠㅠ 입고가야하는데안와서 진짜 걱정햇는데새벽에 발송하셔서,그담날 받앗어요 ㅠㅠ한 2틀걸릴줄알아서 언냐들많이 당황케?아니 ㅠㅠ 괘롭혓?아니되게 질문많이햇는데 ㅠㅠ이해해줘서 감사해요 ㅠㅠ이번이2번째주문인데 ㅠㅠ너무이쁘고 감사해요~>ㅁ<힝죄송하구요 그만큼이뻐서 너무좋아요 감사합니다ㅎㅎ핏너무이쁘구요 >ㅁ<청스키니에입으면너무너무이뻐요 ㅎㅎㅎㅎㅎㅎ
ehdwn81**|얇아요~~괜츈하고 이쁜데 얄아욤 ㅋㅋ
ehdwn81**|흐흐흐흐쫌 얇아요근데 굿잡 ㅋㅋㅋ
gofhddl**|로스36목걸이후기이~
gofhddl**|비비드맨투맨 후기 >
ekfrltmr**|은하수 맨투맨~이것도 제 사이즈에 딱맞아서 좋아요~ 오래기달렸지만 기다린 보람이있네요사진이랑 본거랑 똑같구요 담에 고고싱에서 살꺼에요~ ><
ekfrltmr**|아미후드 레드요~방금 11시반에 왓네요 ㅎㅎㅎ 되게 늦게오는줄알고 좌절하고있었는뎈ㅋ기다린 보람이 있는거 같아요 생각보다 많이 안길었어요~ 저 키 153정도 되는데 엉덩이를 다덮지만반바지 입을수 있는정도에요~ 배송만 빼면 다 만족이에요
dy04**|이뻐요!!!!>_배송은 좀 느렷지만 ㅠㅠ사이즈가 맞진 않지만 ㅠㅠ맘에 속들고 이뻐요!! ㅋㅋㅋㅋㅋㅋ전에 스키니 살때 S 삿썻는데 ..이건...M 사야겟구나 하고 M 시켯는데신축성이 짱! 좋다는 말을 못봣네요;;근데 M 사이즈 온거 보니깐 28이 더라구요...허벅지도 남고.... 으어.. 허리도남고 ㅠㅠ막늘리면.. 주먹하나 들어가고도 남는.. 그런???ㅠㅠ근데 너무 이뻐서 안바꾸고 그냥 입을려구요 !너무 맘에 드는에 오래걸릴까바.. 걱정되서 ㅋㅋㅋㅋㅋㅋㅋ진짜이뻐여~~ 감사합니다! ㅠㅠ 배송이 일주일 걸렷지만!
hks12**|지금고민하시고계신분들구매ㄱㄱ!!얼마전에가입해서바로첫구매했어용ㅎㅎ!!처음에는후기보고너무크다는분들도많으시공배송늦다는분들도많으셔성ㅠㅠ고민도많이했는뎅구매했어용ㅎㅎ!!첫구매인데정말잘샀다고생각해서별5개드려용ㅎㅎ배송느려서좀안타까웠는데인기가많아서그런것같아용ㅎㅎ근데사은품안들어있어서좀안타까웠어용ㅠㅠ....앞으로구매자주할테니까기억해주세용ㅎㅎ고고싱쫌짱인듯♥♥♥♥♥♥!!
s00al**|예쁘고 괜찮아요^^포켓도 귀엽고, 색상도 예쁘게 잘나왔어요^^발목으로 갈수록 일자바지 같은 느낌도 나는데 가격대비 괜찮고 예쁜아이구요,배송때문에 실망했지만 바지가 맘에 들어서 별다섯개 드려요-정싸로 나온것 같고요, 두께감도 적당히 괜찮아요^^겨울에 입기엔 색이 추워보이는데 전 그냥 겨울에 입을래염ㅎㅎ
s00al**|그냥 완전 이너네요;이번에 12만원 한꺼번에 주문했는데 맘에 안드는게 딱하나네요...고잉온 티 너무 얇아요!!진짜 얇고, 생각보다 붙는핏이라서 박시한거 좋아하는 저는 맘에 안들고요,진짜 완전 기본 티라서... 그냥 시내 돌아다니다가 몇천원하는 티 사입는게 더 나을것도 같아요;;11000원 주기엔 좀 아까운듯..그래도 환불하기엔 좀 그래서 그냥 입어요;
s00al**|보들보들하고 괜찮아요^^우선 처음에 받았을때는 좀 얇지 않나.... 했는데 입으니까 그렇게 얇진 않고 보들보들하니 착용감도 좋고, 길이도 적당히 떨어져서 예쁘네요^^요즘날씨에 하나만걸치기는 좀 추울것 같고, 겨울에 이너로 입으면 예쁘겠어요^^배송 느려서 별하나 빼요-
s00al**|예쁘네요ㅎ10%세일쿠폰 줬길래 한꺼번에 옷 구매했어요^^배송은 느렸고요,(입금후 5일 아직 안온상품 1개있음) 그것때문에 별 하나 깎아요;;색은 연청으로 샀는데 화면보다 훨씬 어두운 느낌이 나네요;; 화면색이 훨 이뻐요..제가 코디를 안하고 막입어봤는데, 제대로 코디하면 예쁠것 같구요, 가격대비 괜찮아요^^원단도 생각보다 두껍고 뻣뻣하지는 않아서 맘에 들구요..^^고고싱 애용할게요^^
s00al**|그냥..ㅎ생각보다 원단이 얇고 하늘거려서 조금 싸보인다는 생각을 했어요ㅎㅎ배송은 입금하고 5일쯤뒤에 왔고, 같이 주문한 상품 하나는 아직도 안와서 조금 짜증났네요..다른분은 빨리온다는데 나는 왜 늦게 오는건지..그냥 10%세일해서 사기에 좋아요^^발목까지 피트되는점이 다리가 날씬해보여서 이쁜데, 살짝 작은감이 있어서 살을 빼야겠어요^^(25)
gofhddl**|피노키오티후기★택배가좀늦어서 별하나깍구용 ㅠㅠ카멜리에집업이랑같이샀는데 넘맘에들구요 ㅋㅋ얇아서 봄 가을만 진짜입을듯 ㅋㅋㅋ무료이용권세장><ㄳㄳㅋ좀아쉬운건택배?ㅋㅋㅋㅋ좀일찍오면좋겠어요 ㅠㅠ 그런건...어쩔수없는....건가용...?ㅎㅎ아무튼 맘에쏙들어용 ㅋㅋ
gofhddl**|후기후기♡학교에서집에오자마자 가방놓고 바로상자로상해돌진!! ㅋㅋㅋㅋ진짜 편하구요 ㅠㅠ ㅋㅋㅋ 피노키오T랑같이구입했는뎅 둘이잘어울림..ㅋㅋㅋ사길잘한듯 ㅋㅋㅋ배송이늦어서별하나깍았구용...ㅠㅠ아무튼 맘에들어용ㅋㅋ
dnwjd**|옷이 이뻐요!!>일단 옷 세개 시켯는데 ㅋㅋ가장맘에 드는옷이에요!!보자마자 ㅋㅋ기쁨이 ㅋㅋ확 ㅋㅋㅋ근데 ㅠㅠ 맘에 안드는건... 사은품이 ...안왓다는거죠 ..배송도 좀 오래걸렸구 ..기분이 ㅋㅋ좀 꿀꿀한대 ㅋㅋ 옷이 와서 ㅋ 뿌듯해요 ㅋ
ckdgu**|제가첫후기군요ㅋ제가..솔직히 주근깨가..좀ㅋ잇고등여 ㅠㅠ 흑흑 ㅠㅠ그래서 진짜 과감하게 에잇!!!!!!!질럿습니다!!!!!!!!!!!!!!!!!!!!!!!!!!!그치만^^..아 진짜 이쁨 ㅠㅠ 뭔가 통?이라그래야되나 세..련됫드여ㅛ!!1!!!이쁨이쁨!!!!!!!커버도 잘되고 좋아욕ㅋ아주아주ㅋ배송도굿ㅋ상자돜ㅋㅋㅋ귀염귀염사은품이..그..다운로드?무료다운로드 그거바께 업다는게 아쉽..아쉽..긴ㅎㅏ지만 ㅠㅠ사진이 크지만 참~좋습니닼ㅋ지르세요ㅋ여러분ㅋ좋아요!!!!!!절믿으세혀..ㅋ
ckdgu**|오대박ㅋㅠㅠ아 배송느릴가봐 제일 걱정햇어요!!! 일요일에 꼭필요햇고등여>ㅡ<!ㅎㅎ수요일 좀 늦은시간에 입금햇는데 오늘 딱..왓네혀!!!!! 배송빠르구 굿ㅋ아ㅋ글고ㅋ크기적당 공간넉넉 고민하시는분들계ㅖ세욬ㅋㅋㅋ?설맠ㅋㅋㅋㅋㅋㅋㅋ지르세욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이쁨^^진심^^..ㅅㅏ..진이좀크네요..ㅎ
minkid1**|개봉오늘드디어 왓어요아직써보지는 않앗는데 고고싱을 믿고후기들 읽어보니까 되게 좋은거 같더라고요 !!!!근데 왜 저는 샘플같은거 안주세요?????????ㅜㅜ기대햇는데...............담에 또 살땐 조그만한거 하나라도 넣어주세요 ㅜㅜ
ckdgu**|오귀엽귀염크기는 걍 적~당해요~ 배송도 빠르구요!!!!배송느릴까봐 진짜 걱정햇는데 ㅠㅠ고민고민ㅁ하시는분들ㅋ 질르세요ㅋ 만 투더 족 ^^;ㅋ이번에 여기서 화장품 좀 질럿는데 ㅠㅠ 진짜 뭐하나 맘에 안드는구석이 업네요!!!!!!붓ㅅ펜아이라이너 펜슬아이라이너 다 잇는데 액라가 없어서 ㅠㅠ 뭘살까 햇는데마침!!!!초..보자인 저에게 딱 맞는 제품이 잇어서 질럿답니다!!!ㅂㅔ리굿!!!!
ckdgu**|짱ㅋ아ㅋ담ㅋ앜ㅋㅋ진짜아담해욬ㅋㅋㅋㅋ근ㄷㅔ포장상자?라고해야되나?오오 귀여워요!!! 아담해서 휴대도 간편ㅋ하그ㅋ 어디든 쏙쏙들어감!!니당..아직 발라보진 못햇는데 아직까진 대.만.족.^^ㅎㅎ 색깔도 맘에들어요!!!!!!!!!!!
dmsgid10**|짱임ㅋㅋㅋㅋ화요일오전쯤주문해서수욜오후쯤왔구요!배송참빨랐어요ㅋ화면과똑같이정말예쁘고특히소매부분에데님있는거너무맘에들어요개인적으로빨간색좋아하는데새빨간빨간색은아니지만무난하게어떤옷에나예쁘게코디할수있을것같네용제값을하는것같아요꽤따뜻하고재질도좋구요(단추구멍이실밥이..있긴하지만요^^...)엉덩이를아예덮어주니까하체에자신없는저에게딱인듯합니다예쁘게입을께요^.^
ckdgu**|오ㅋ배송대박ㅋ일단ㅋ배송부터가ㅋ만ㅋ족ㅋ^^;걍 저 티만 입는것보단 안에 흰티랑 같이 입으시거나 겉에 외투 입으셔도 이쁘실듯!전ㅋ흰티+바막까지 입어봣드요ㅎㅎ; 아 저는 특히나 손목부분!!!!!이 약간..쪼인다고 해야되나?그 부분이 제~일 맘에들엇어요! 상자도 빨간 체크?무늬로 오고ㅋ 이뻣어요!!ㅂㅐ송은 ㅠㅠ 늦게올까봐 진짜 맘졸엿는데! 의외로 너무나도 금ㅋ방ㅋ오더군욬ㅋ..별 ★★★★★다섯개!!!!!! 아..근데 프린팅 된 부분이 약..간 흐리다는 점빼곤 퍼.펙.트.
dbswnaks4**|완전이뻐요처음에좀큰거같앗는데입어보니까안크더라구요완전이뻐요!!안삿으면후회할뻔했어요!!
견서희|정말이ㅃㅓ횻이뻐요 근데 정사이즈로 샀는데 발목이 길어서그런지 저는 조콤큰감이 있엇어욥!그래도 정말이쁘고 맘ㅁ에들어요!!ㅎㅎ>_<다음에도 또살께요~
wldmsdl5**|앤디 후드 후기 - ♥이뻐요♥보들보들한게 기분대박 >_<완전 좋아요ㅋ♥네이비 삿는데 색깔은 별 차이없고,크기도 원하는 크기라 맘에 듬 !잘입을께요오오오오오
wldmsdl5**|퀘스트 하이진 후기 - ♥우와 ㅇ_ㅇ 정말 잘산듯♥ 이뻐요♥잉거 입으면 다리가 쫌더 얇아보임나만 그런건가 . . . ㅎ0ㅎ;;딱 펼쳐놓앗을땐 짝을줄 알앗는데입어보니까 작지도 않고 딱맞아서 좋앗어요ㅋ색깔도 괜찮고, 이쁘게 입을께요>_<♥
rhrhrh**|진짜마음에드러요~^^배송은늦엇지만그래도진짜이뻐요@!!!!!잘늘어아서입고다니기좋을것같구요다리도길~~~~~어보이는거가테요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아진짜사기잘한거가타요ㅋㅋㅋㅋㅋ앞으로도이쁘고싼옷마니마니만들어주세요~앞으로도고고싱마니이용할께요~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
alsrud37**|보이 스키니 후기~색상은 사진과 비슷하고 입으면 완전 레깅스처럼 스판이 잘되있어서 편해요~ 바지가 자연스러워서 아무옷이랑 입어도 잘어울릴것 같아요~♡
dbwls60**|ㅋㅋ 넘이뻐요!!진짜이뻐여!!!!! 배송도마음에들구,,,, ㅋㅋ ㅋㅋ ㅋㅋ 감사합니다~ 앞으로도예쁜옷마니마니부탁드려용~~^^
gkdisakdma**|^^*진짜 핏도 좋고 우선적으로 스판끼가 많이 들어가서레깅스 입는것 같아요!!!!!!!!ㅋㅋㅋㅋㅋ진짜 편해요ㅠㅠㅋ
gkdisakdma**|-_-ㅋ진짜 너무 크네......인간적으로 66사이즈보다 더 큰것같아요ㅋㅋㅋㅋ
leeuk**|밀리 맨투맨 레드!아악! 어쩜이리 사랑스러울까 했써욤~!! ㅎㅎ전 유독 튀는 걸 조아해서 레드컬러를 무척 기달렸거등요!다른 h사꺼와 동시에 주문하였는데 이옷이 젤 맘에 들었어요.사진이 없어서 자세히 보여주진 못하지만 완존 맘에 들구여러분 사시면 후회안해요,배송비도 없으니 이건 고고싱에서 주는 선물이죵~돈 모으자마자 눈이 여길루 먼저 오드라구용!이 옷 증말 이뿌답니다^^*
rrdas**|우와아아아아ㅠㅠㅠ 후기보니까 다른분들은 효과 많이보셧나봐요 !!오늘밤 기대기대 써볼거에요 ㅠㅠㅠ !!세개 샀으니까 다쓸때쯤이면 효과 보겟죵 ㅠㅠㅠ?ㅎㅎㅎㅎㅎ 보고 효과많으면 큰거하나살려구용 헤헤헤아정말 고고싱은 마음에드는거밖에없는거같아용 ㅠ3 ㅠ //
rrdas**|후기 ★아직 써보진 않았지만촉촉해질것같은 스멜이 ㅋㅋㅋㅋ크 그리고 FT 오빠들이 모델하셧으니까더 있어보이는 ? ㅎㅎㅎㅎㅎ
somi**|오오오늘왓는뎀배송이좀느렷어요ㅜㅜ그래도옷은갠자네염키키키키키사진이랑똑같고암튼이뿌게잘입것습니다히히히사길잘한듯?키키
rrdas**|ㅠㅠ 완전이뻐용 ㅠㅠ그 처음에 이 신발막 자체발광 이엿어요 ㅠㅠㅠ제가 235~240을 신는데요 ㅠㅠ.;그래서 240을 주문햇더니 ㅠㅠ.. 약간 조이는감이없지않아있네요그래도 한치수 크게샀으면 좀 헐렁거렷을듯 ㅎㅎ 후회는안합니당아정말 볼매신발 !! ㅠㅠㅠㅠㅠ 겨울가을때 신으면따뜻할듯해용 ㅎㅎㅎㅎ 완전반했어요 ㅎㅎㅎ그래도 ㅠ.. 사이즈때문에 별하나는 ..ㅠㅠㅠ...;
khj4**|좋네요배송이 조금늦긴했는데 이뻐요근데생각보다조금기네요 ㅋㅋ처음에 입을때 옷 안에 흰색티입고있었는데벗고나니까 빨간색 먼지 ? 그런에많이묻네요그래ㄷ ㅗ 좋아요
missha**|아ㅋㅋㅋㅋㅋ나쁘진않아요 ㅋㅋㅋㅋㅋㅋㅋㅋ근데 딱하나딱 여는순간 잠그는 쇠부분의 나사같은게 푱 ㅋㅋㅋㅋ그래도 쓰는데는 지장없으니까 별 네개주는거예요 ㅋㅋ?안감이 갈색이라 또 별뺄려다가 갈색ㅋㅋㅋㅋ 어두운계열을좋아해서 뭐 쓰는데나쁘지않은것같아서쨋든 이거 지르세요만족임 ㅋㅋ
rrdas**|완전조아용아정말 처음에 구매하기전엔안에 들어가는것도 적을거라고 생각했는데 ㅠㅠ의외로 많이 들어가요 ㅎㅎㅎㅎㅎ고민하시고 계신분들 사시면 후회안하실듯 ㅠㅠㅠ
missha**|이정도면 만족이죠 ㅋㅋ배송 2일걸렸고 빨랐어요옷받아보니 괜찮았구요ㅋㅋ만족임 ㅋㅋ이만한 가격에 이런거 찾아보기 쉽지않을걸요?아나 마음에 안들때만 후기올리는데 ㅋㅋ요건 특별함 ㅋㅋ
ssu**|ㅋㅋㅋ이거완전이뻐용ㅎ>_<모댈언니가입은거랑똑같구요~^^핏이정말예뻐욬지금고민하시는분등걍지르세욤ㅋㅋㅋ이뿌니까..ㅋ
gmldl3**|후기!!!진짜이뻐요!!! 너무붙지도않고 딱 조아요 몸집이좀작은데도 별로 안커요!!진짜 추천!!!
최민선|아이보리 색~잘받았어요!!어제 왔네요.ㅎㅎ 역시 기장은 생각했던것보다 짧구요.그리고 색은 저색보다 더 진하네요..그래도 괞찮아요..ㅎㅎ 그리고 면이 좀 얇은것 같아요.제생각일지는 모르지만요ㅎ그래도 전체적으로 괜찮은 것 같아요 ㅎㅎ^^
kswkhj**|굿 !진짜 최고마음에들었어요!제가 키가155인데요;그래도 그렇게많이 길지않고 허벅지 중간정도까지오구요,안에 속바지보다는 짧은반바지입는게 더 좋을거같아요손들으면 속바지다보여요 으히히저능 밸트로살짝집어서 입을라그러는데요다홍색샀담니다! 고고싱에서 무슨밸트가 잘어울릴까요!
ahnkjur**|이뻐요!쫀쫀하니 딱붙어서 좋구요솔직히 원피스로 입을 길이는 아니지만많이 비치지도 않고 재질도 좋고 보들보들해서 좋아요><
ahnkjur**|쩔어요!!26 청색 샀는데, 솔직히 배있는부분 찡기지않을까 걱정도했는데 괜찮네요 ㅋㅋㅋ아 진짜이뻐요! 정말 한여름빼고 다입을수있을거같아요 ㅎㅎ안사면 후회함 ㅋㅋㅋ
ahnkjur**|쫀쫀하니 좋아요 ㅎㅎㅎ살찌면 작을거같네요 ㅠㅠ
zkzkzn**|후기 사진有배송이늦에서하나깍아요ㅠㅠ옷은사진보단얀간찐한편이에요기장도딱적당하고사진찍을때는귀찬아서벨트를안했는데나중에하니깐되게이뻐요핏도살고엄마도막이쁘다고칭찬하고ㅋㅋㅋ그런분이아니거든요아무튼잘산거같아요!!후외업씁니다!적립금만이너어주세요(사진에있는자국은거울먼지떄문에그래요)
wlgid06**|와우 완전이뻐욯ㅎㅎㅎㅎ저가 입금자명을 잘못해서 10월 3일까지 못올뻔했는데 전화드렸더니 입고가 아직안됬는데 보내주셔서 너무 감동받았어요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ정말 감사해요!!!!!!!!!!!!!!!!배송과 친절도 너무좋구여자켓은 디자인은 약간 루즈한핏이 나는게 너무늙어보이지않구 완전 이쁘구요근데 색은 좀 사진보다 많이 좀 어둡네요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ분홍색이 사진같은 분홍색은 아니라는거 ...............그래도 겨울이다가오니까 너무 밝지않아도 괜찮으니까요! ㅎㅎㅎㅎㅎㅎ저 안에 블랙티도 샀는데 검정워커랑 모델분이입으신거랑 똑같이입어보니까 완전이뻐요!!!!!!!!!!!!!!!!!!!완전 강추입니닿ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ 가격도 싸고 얼른 지르세욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
