tndds**|진짜 완전 쫀쫀 그자체구요 그냥 옷만 펼쳐놓고보면 이게 어떻게 들어가나 싶을정도로 작아보이는데 또 들어가요 발목까지 완전 쫀쫀해요 허리도 완전 쫀쫀
85074273**|일단 이 가격에선 절대나올수 없는 퀼리티를 자랑합니다!그리고 굉장히 빡시해요 전 빡시한거 좋아해서 괜찮은데 싫어하시는 분들은 참고하세용! 진짜 예쁜 청자켓의 정석느낌이에요! 그리고 다른 후기엔 주머니에 실밥이 있는데 전 없어서 누군가 반품한걸 보내주신 건가..?라는 생각이 드네요..ㅠ
jeong9**|가격대비이상으로 만족하고 잘입고다니고있어요편하고 색도무난해서 더 자주입게 되는거같네요사길잘한듯해요 ㅋㅋㅋ
wltjs**|생각했던것보다 별로ㅜㅜ발이 커보이고 그리고 제발보다 커요ㅜㅜ반품할려다가 그낭 놔뒀네요..밑창은 푹신해서 그거하나는 좋았어요!!신발은 신어보고 사야하나봐요.
5817702**|사진이랑 색감, 핏 똑같구요. 촉감도 부들부들 좋아요.팔이 좀 길긴한데, 입기에는 무리없구요.상큼하고 이쁩니다.
381715111**|와 이거 진ㅁ자이빠요 ㅋㅋㅋㅋ가격에ㅡ비해ㅡㅋㅋ입어봣눈드이빠요ㅜ샤랄랄합니다 ㅋㅋㅋㅋ또 이런거 하나 살려규요ㅠㅋㅋ
381715111**|예뻐료 ㅋㅋㅋㅋ치마랑 입어도 청바지랑 입어도 이쁠거같아요 ㅋㅋ아직 입어보지느않아ㅛ지만 잘 잊울게욬ㅋㅋㅋㅋㅋㅋ
5817702**|저한테는 무릎 밑으로 내려올만큼 길긴한데,봄,여름에 상큼하게 입기 좋을 거 같아요. 많이 얇은 편이랑 여름에 더 잘 입을 거 같아요
clftjd**|이번 신상보다가 트레이닝 복이 너무 깔끔하고 손목 발목에 레터링이 이쁘게 되어있는거에 꽂혀서 고민없이 주문했습니다.정말 기대하는마음으로 옷을 입어봤는데 키작은분들 꼭 입으세요제가 153인데 기장이 그냥 딱 맞습니다 주문제작 한것처럼요그리고 손목 발목 고무로 밴딩되어있어 편하고 맨투맨에 주머니 있는게 너무 맘에드네요. 후기가없었지만 믿고 사봤어요 정말 좋네요.다만 키크신분은 기장이 많이 짧을듯 해요. 다른색도 구매예정입니다.많이 파세요~~
phj12**|사진첨부가안되네요ㅠㅠ3월13일에 재입고된다고해서 입고되자마자바로샀어요!후기 빨리 남길라고했는데..사진첨부가안되서 못했어요 청자켓입금한지하루만에 왔어요!!역시고고싱dd클줄알았는데 너무예쁘고좋네요!다음에또좋은거있으면 살게요><
yo09**|딱맞는 라이더자켓들 밖에 앖어서 조금 여유남고 박시한거 사고싶었는데 가격도 착하고 완전맘에 쏙들어영 ㅋㅋㅋㅋ 너무맘에들어서 기뻐유
yo09**|이런스타일 사고싶었는데 맨날 못사다가 이번에 득템!!!!넘이뿌영 얇아서 안에 뭐 제대로 입고잘입어야할거같지만 맘에들어영 ㅋㅋㅋ
goodzldz**|자켓하나필요했는데 평상시 입기 좋은거 같아요 박시하구
jhz35**|진짜 보자마자 사고 싶어서 며칠 고민하고 샀는데 역시나 정말 예쁩니다.. 안에 멱티? 그거 같이 부착 되어 있어서 좋아요! 가슴까지 노출이 되어 있는게 아니라서 더 좋았어요 다만 아쉬웠던건 입을수록 늘어나네용 이거 빼고는 대만족입니다!!!
jhz35**|색상은 화면이랑 거의 똑같구요 재질은 약간 뻣뻣해용 그렇다고 안 늘어나지는 않습니다! 약간 비침이 있는데 너무 걱정할 정도는 아니라서 예쁘게 잘 입고 다닐 것 같습니다~!
jhz35**|화면이랑 거의 비슷한데 조금 더 어두운 것 같아요! 가격에 비해 재질 괜찮은 것 같아요!! 약간 거칠긴 하지만 괜찮습니다 ㅎㅎ 너무 싼티 안 나고 예쁩니다! 길이도 적당하고 따뜻하구 비침없습니다!! 예뻐요 사세용 ㅎㅎ
jhz35**|색상 정말 예뻐요 화면 그대로입니다!!! 옷이 얇긴 한데 지침은 없어요! 봄, 가을에 입는게 안 춥고 괜찮을 것 같습니다~ 겨울에는 패딩이랑 같이 입으면 괜찮을 정도? 다만 아쉬운 점이 있다면 팔이 좀 기네요~ 그래도 예쁘고 좋습니다 굿굿
sds0**|예전에도 샀는데 좋아하는 친구 생일 선물로 또 삽니다!그 친구한테도 딱 맞았으면 좋겠어여 ㅎㅎ 같이 커플로 입어야지!! ㅎㅎ
sds0**|다른곳에서 계속 보던 거 있었는데 갑자기 급질렀는데 괜찮아요 냄새가 너무 심해서 이틀동안은 걸어놨어요 근데 아직도 조금 나긴해용 빨아야겠어여!
sds0**|청치마 처음 샀는데 정말 후회 없어요 ! 봄에 예쁘게 입고 다닐게용 !!!!!11한치수 작게 했어도 괜찮을듯 합니당 !!
qkaxhfdl**|원래는 이너티로 입으려고 샀는데 옷이 생각보다 괜찮아서 조금 쌀쌀한 봄때에 얇은 난방이나 가디건 걸쳐서 입으면 이쁘겠더라구요!!
sds0**|정말 좋습니다 ! 검정색이라 어디든지 잘 어울려요 .다른 숑핑몰에서 검정색 샀었는데 여기가 가격도 괜찮고 가격ㅇ[ 비해 좋아요
sds0**|기본티로 딱 좋아여!!! 그리고 사이즈도 딱 맞는듯 넉넉해요.팔뚝도 안부담스럽고 좋습니다용  흰색은 약간 비칩니다~
o0ov**|주머니에서 이런게 나왔어요- 키, 몸무게-착용사이즈M-착용후느낌은?(좋은점/나쁜점)치마는 예쁜데 주머니에서 이런게 나왔는데 뭔가요?
fhdhlalal1**|저는 개인적으로 이 옷이 제일 맘에 들었어요 니트옷중에 이옷을 많이 입어요! 막 그렇게 두껍지도 않고 얇은데 덥지도 않아요! 베이직 색이여서 옷 코디하기도 괞찮은 편입니다!
gll17**|진짜..혁명...이 말 밖에 안나와요배송도 진짜 빠르고 착용감도 너무 좋고 진짜 제가 산 바지 중 탑...다시 살 구매 의사 1000000%입니당
juy**|분홍색으로 샀는데 너무 귀여워요! 가슴이 있는 편이라 좀 걱정햇는데 다행히 단추도 안 벌어지고 ㅋㅋ!! 너무 좋네요 ㅋㅋ 딱 귀여운 느낌 그대로 인듯! 흰색도 하나 더 사볼까하구요
juy**|브라운으로 샀는데 괜찮네요! 생각보다 바지가 더 짧지 않아서 다행이에요 ㅋㅋ 봄가을에 입기 딱 좋은거 같아요 ㅎㅎㅎㅎㅎㅎ
fhdhlalal1**|많이 얇아서 저녁에 잘때 입고 자도 될것 같아요! 잠깐 마트 다녀올때나 아니면 잠시 갔다가 들어올때 입어도 될것 같았어요 얇고 길어서 저는 궁둥이를 덮었던거 같아요!
juy**|초커 처음 샀는데 예뻐요! 코디하기 편해서 요즘 거의 데일리로 하고 다녀요 ㅋㅋ! 잘 산거 같네요 ㅎㅎ 다음엔 다른 모양도 구매해볼려구요
juy**|생각보다 도톰해서 딱 좋아요! 길이도 길고 좋네요 :)!! 편하게 입을려고 산건데 좋은거 같아요 색깔도 화면에 나온거랑 똑같아서 더더욱 좋았네요 ㅎ
qkaxhfdl**|원래는 블루데님을 사고 싶었으나 품절인 관계로 그냥 블랙데님을 구입했는대 만족스럽습니다!! 일단 제키 기준으로 엉덩이 다 덮고도 살알짝 더 내려오는 길이인대 적당한 것 같아요!!(사실 길까봐 많이 걱정했는데 아주 예쁜길이랍니다♡) 주머니 위치가 좀 아래쪽이라 손 넣으면 어정쩡하지만 딱히 신경쓰이지는 않구요 팔길이가 생각보다 길었어요 그리고 시보리 부분은 짱짱한 느낌 하나도 없어요!!(참고하세요! 그냥 주름만 넣은느낌?) 하지만 어차피 접어서 입을거라 저는 딱히 신경쓰이지는 않았습니다 그냥 좀 아쉬운 정도? 그래도 대체적으로 만족스러워요!!
fhdhlalal1**|봄이여도 추울때 입을려고 샀는데 생각보다 꽤 따뜻해서 놀랐어요 두툼해서 햇빛 나올때 더울줄 알았는데 그렇게 생각보다 덥지도 않고 춥지도 않아요!
cn46**|이가디건  보자마자 사려고 여기 가입하고 배소이 채우다보니까 다른것도 샀는대 이가디건 너무 이뻐요 문의했었는대 배송 좀 걸린다해놓고 주문한 다음날 바로 보내주셨더라구요 고고싱 배공 느려터졌다고 말많던대 바뀐건지 모르겠지만 여러가지 시켰는대도 배송 빨맀어요 감사합니다
cn46**|키 150대이신 분들 추천해요 접는거 싫어해서 항상 자르는대 이건 있는그대로 입어도 길이가 딱 좋아요 빠른배송 감사합니다
cn46**|색 주문을 잘못했어요 ㅠㅠ 색은 이쁜대 제가 잘못 눌러서ㅠㅠㅠ 무튼 잘 입고다닐게요 좀 따뜻해지면 자주입늘거같아요 빠른배송 감사해요
cn46**|배송비 채우려고 주문했는대 평소에 흰 검 양말밖에 안심어서 싸게 잘산거같아요 여름에 한번더 주문할거같네요 빠른배송 감사합니다 ~~
cn46**|블라우스안에 입기 좋아요  배송비 채우려고 산건대 날 좀 따뜻해지고 여름오면 몇개 더 주문해야겠어요 빠른배송 감사합니다
qkaxhfdl**|먼저 색상은 내가 카키다!! 이런 존재가 빵빵한 이쁜 컬러로 취향저격 이었습니다!! 그리고 목 부분도 짱짱하니 만족스러웠고 안에 검은색 목폴라 매치해서 입어도 이쁠것 같네요ㅎㅎ(최대한 색감이랑 똑같이 찍어봤어요!!)
bjr9**|제가 덩치도 키도 있는편이라 남자옷도 입거든요 그래서 인터넷 쇼핑몰에서 진짜 아예 못사입는 인간인데 고고싱에서 처음 자켓 사봤어여 진짜 존예 잘어울리고 옷감도 좋고 핏도 예쁘고 소매 한번 딱 접으면 거의 패피☆ 친구들이 다 예쁘다고 했어요 진심 걍 사세여 저 유니클로 맨투맨 라지입습니다 L 95 100 이거 익숙하신분 사세여
qkaxhfdl**|여리여리한 색이 가지고 싶어서 베이지색을 주문시켰는데 색 진짱 짱짱 이쁩니다!! 감촉?은 막 부드럽진 않지막 그렇다고 너무 까슬하진 않은? 그런 느낌이고 핏도 아주아주 적당해서 마음에 들어요!! 니트 안에 와이셔츠 입어도 이쁠 것 같아요!!
rewo11**|블라우스 정말정말 예뻐요! 이거 입고 데이트갔는데 남자친구가 엄청 좋아했어요ㅎㅎ 근데 단추잠그고 푸는게 좀 힘들더라구요. 그거빼면 다 좋습니다!
qkaxhfdl**|먼저 처음 받자마자 좀 놀랬어요ㅎㅎ 너무 커서요ㅠㅠㅠㅠ 역시 보는거랑 입어보는거랑은 다르구나 라는 생각이 들었습니다ㅠㅠ 그래도 한 번 입어보자 해서 입어봤는데 좀 부해 보이는게 없지 않아 있더라구요 하핳....그래도 색상이 예쁘니 그냥 입어보려구요!! 색상은 쇼핑몰 이미지랑 똑같이 이쁜 네이비 색상이였습니다 그리고 안애는 좀 까스한 제질인데 입었을때 딱히 쓸리지는 않아서 괜찮더라구요 저는!! 사이즈만 좀 더 작았으면 좋았을텐데 저한테는 너무너무 박시한 것 같아서 보통 드려요!!(제키 155기준 엉덩이 훌쩍 넘게 덮었어요!!)
rewo11**|어제 택배 받자마자 입어봤는데 너무 예뻤어요! 색상은 고민하다가 블랙샀는데 블랙 사길 잘한것같아요. 허리도 생각보다 널널해서 좋았습니다. 살까말까 고민하시는 분들 꼭 사라고 추천해드리고 싶어요!
63365627**|살도 좀 쪘고 항상 상의는 하의안에 넣어 입어서 m을 시켰어요. 허리는 33정도가 딱 맞는데 벨트 하고 입을생각이었는데요 넘나 큼ㅜㅜ 제가 다시재보니까 허리가 35~6 되더라구요..! 크니까 벨트를 해도 엉덩이부분이 너무 울어서 결국 친구한테 팔았다눈.. 그래도 옷은 이뻐여..★
aek**|너무맘에들어용좀 아쉬운점이 있다면 허리가좀 커요 ㅎㅎ스판도 너무늘어나지않고 좋아요색상도 연청구매했는데 예쁘네요화면보다 덜 밝아요제가 연청을 좋아하는데 조금 더 옅어도 될거같네요좋은상품 감사해요길이도적당하네요
wkdal10**|인터넷으로 옷을 잘 사는편이 아니라서 고민을 많이했는데 정말 잘산것같아요. 여름에 입으면 진짜 시원할것같아요. 잘입을게요
naniri**|기본티중기본티 ㅋㅋㅋ 깔끔하고무난해요이너로입기도좋고 여름되면 그냥 하나만입어도 될거같아여기본티필요햇는데 잘산거같아요ㅋㅋㅋㅋㅋ기본티필요하신분들 추천합미다 ㅋㅋㅋ 비칠거같은데갠춘해오잘입을게욥 ㅋㅋㅋㅋ
naniri**|옷이완전졸귀탱이에염핑크핑크한것이 넘나 맘에쏙들어여 ㅋㅋ진짜봄이온거같아여 연청바지에입으니조녜장착임미다핏더너무이뻐염 길이감이제가생각한길이감이라너무맘에드네요앞에프린팅되잇는것두 뽀인트가넘나이뻐염ㅎㅎ
j1004hy**|단정하면서도 캐주얼해서 이쁘고요 아무옷에나 다 잘어울려서 자주 입고 다닙니다~~~ 왜 이제서야 샀나 싶어요ㅠㅠㅠㅠㅠ
myb13**|스키니이외에 안입어보신분들 이바지로 시작하는게 좋을거같습니다 그냥스키니에서 밑에만 쪼끔 퍼졋다고생각함녀되요 허벅지가 챱챱달라붙어서 오늘도입엇지만 이게 스키니를산건가 하는생각이들어서 상품을 다시한번보았지만 스키니는또아닌거같기도하고 스키니같기도하고하지만 챡달라붙습니다 하지만 허리가 작게나온거같기도해요 .. 또다시다이어트를다짐하고 옷을 예쁘게입겠습니당 춍춍
j1004hy**|단정한듯 이뻐요 위에 니트입어도 이쁠듯하고 이거만 입어도 이뻤어요 아무옷에나 어울려요~이걸 왜 이제야 샀나싶어요~~
j1004hy**|s시켰는데 사이즈 M왔고요 귀찮아서 그냥 입습니다;; 잘빠졌다는데 커서 잘모르겠고요 그냥 보통 입을만해요 다리 기신분만 입길 추천드려요
hyeji61**|너무 만족스럽습니다 ㅎㅎㅎ하늘하늘 떨어지는 소재라 그런지 원래보다 날씬해보여용ㅋㅋㅋ 사이즈도 엄청 넉넉하네여ㅎㅎㅎ
j1004hy**|이거 청바지나 검은바지 연청치마등등에 다 잘어울리고 부드러워서 자주 입어요 너무 마음에 듭니다~~다른색도 살려고요~
54736788**|완전 여성여성 해요. 봄에 입으면 딱이이요. 너무 길까봐 걱정했는대 적당히 길어서 너무 좋아요. 완전 추천합니다~~~~~
mkim3**|눈썹이 짝짝이라 고민이 많았는데 앞머리 높이 맞출때 유용하게 잘쓰고있어요~저 피팅사진처럼 완벽하게 눈썹모양 잡아주진않지만 눈썹그릴때 유용하네용 ㅎㅎ
54736788**|양말 얇고 좋아요. 여름에 신어도 발에 땀 안나고 좋을꺼같아요 같이 주문한 바지랑 양말이랑 같이 매치해서 입었는대 완전 잘어울리고 좋아요
hyeji61**|음...제가 생각했던 색상은 아니네여...ㅎㅎㅎ그래도 사이즈도 넉넉하고 핏도 괜찮아서 그럭저럭 만족스럽습니당 ㅋㅋㅋ
mkim3**|이거 너무너무이뻐요 ㅠㅠㅠ트렌치코트 필요한데 너무 흐느적거리는건 안예뻐보여서 요걸로 구매했는데 적당히 빳빳하고 적당히 흐물거리고 너무 이쁘네요요즘날씨에도 딱이고 자주 손이 가게되는 옷이에용 ㅎㅎ
hyeji61**|사이즈도 넉넉하고입었을때 핏도 괜찮아요 ㅎㅎㅎ배송도 빨라서 너무 좋네용 ㅋㅋㅋㅋ조금 길이가 짧은 감은 있지만 전체적으론 만족합니다.
leehj16**|가격도 저렴한데 직접 보니깐 실물은 더이뻐요 배송도 빠르고 만족스럽습니당 옷에서 냄새나는거는 밖에 걸어두면 빠질거 같구, 약간 무거운 감이 있지만 만족스러워요><
54736788**|배송도 늦을꺼라 생각하고 주문했는대, 너무 빠르고 상품 품질도 완전 좋아요 고고싱에서 자주 시킬거같아요. 많이많이 파시고 대박나세요~~~
mkim3**|기본티 필요해서 구매했어요~처음 입을때 목부분이 너무 조여서 깜짝놀랐어요덕분에 목늘어나는건 덜할거같지만 입고벗을때 약간불편한감이 있어요평소 55사이즈 입는데 원래옷이 이런건지 나한테 안맞는건지 어깨선이 훨씬내려가 있어요 ㅠㅠ이너나 레이어드용으로는 괜찮은 옷인거같네용 !
gretel30**|맨투맨에 받쳐입으려고 샀어요~! 편하게 입을때 날풀리면 티 한장만 입어도 이쁠것같긴 해요 길이도 넉넉해서 좋아요!ㅎㅎ
j1004hy**|이거 진짜 마음에 들어요ㅠㅠㅠㅠㅠㅠㅠㅠㅠ그냥 딱 원하는 색에 원하던 디자인이여요 웬만하면 다들 마음에 들어하실거같은 무난한 니트인거같아요
gretel30**|기모는 안들었지만 나름 저렴해서 베이지로 하나 사봤는데 키가 큰편인데도 넉넉하네요~~ 다른 색도 사고 싶었는데 실패할까봐 하나만 사봤는데 괜찮네요!
