wkaocjs**|빨리 올줄알았눈데 좀 늦었네요. 그래도 바로 입고 외출~ㅎㅎ 좋아요 부들부들 하니 부드럽습니다
maximu**|완전 편하구요 짱좋아요 쿠션감도 장난없구요ㅋㅋㅋ 완전 대만족이에용 원피스나 바지나 다 잘어울리는 스탈이에용
jinsol6**|브라운이 블랙보다 고급스러울꺼같아서 삿는데 색깔은 마음에 들어요 실밥 튀어나오고 마감잘 안된건 그렇게 신경 안쓰여요 근데 리본이 너무 애기들 장난감같아서 옷이 저렴해보이는거같아요ㅜㅜ 고딩들 입는 옷같음...기대햇는데 아쉬유ㅓ요!
jinsol6**|크림이라기보다 베이지라고 표현하는게 맞는거 같아요. 누런끼 도는 연한 베이지? 색 마음에 들어요! 아직 얇아서 못입는데 목이라던가 소매부분이 펀칭되어잇어서 여성스럽고 너무 마음에 드네요 마음에 안드는 점이 있다면 저는 목이 더 많이 파인 브이넥을 선호하는데 브이넥이라는게 눈에 안띌 정도로 건전한 브이넥이네용
jinsol6**|까끌까끌 간지러운 소재지만 울이 원래 그러니깐 어쩔수 없다 생각해요ㅜㅜ 핏이 너무 이뻐요! 박시한 브이넥을 원래 조아하는데 브이넥이 적당히 파여잇어서 너무이쁘네용 아쉬운점은 마음에 드는 색이 없어서 그레이로 삿는데 그레이가 싫다기보단 아이보리계열이 잇엇으면 좋겟어요
wnffl**|진짜이건레알 인생 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ꼭사야데요 이가격에 이품질이면 진짜 싼곻ㅎㅎㅎㅎ
ghj2**|그레이 샀는데 이거 엄청 이뻐요 ㅜㅜ 보들보들 하고 ㅜㅜ 레깅스랑 같이 입었는데 진짜 존예에요 엉덩이 덮어요~ 팔 부분도 길어서 손 반은 덮는거 같아요
ghj2**|와인 주문했는데 .. 사진에는 엄청 길어보이지만 실제로는 그냥 딱 맞는 티 ..ㅋㅋㅋㅋ 부들부들하긴 해요 ㅋㅋㅋㅋㅋㅋㅋ와인이 뭔가 할머니옷? 느낌? 사진은 소매랑 길어서 오 여리여리하게 입을수있겠다생각했는데 받아보니까 뭐 ..
1722289298089766**|좋아요 좋아요 좋아요 생각보다 좀 짧아요
ghj2**|사진이랑 똑같아요 촉감도 부들부들하구요 약간 실밥이 튀어나오긴 했지만 괜찮은거같아요 ㅎㅎ검은색 존예 ㅜㅜ 베이지랑 고민했지만 .. 그래도 잘 산거 같아요!! 봄에 입으면 존예일듯합니다.
khj10**|색도 딱 이쁜핑크라 가을이나 겨울에 입기 딱좋고 청바지 다 어울려서 아주 잘입을것같아요 핑크는 잘안사는데 너무 이뻐서 다음에도 기대할께요 ㅎㅎㅎ
kimjsu**|생각보다 두툼해요! 근데 자주는 못입을것같은 느낌..?ㅋㅋㅋㅋㅋㅋ 그래도 옷자체는 예뻐요!!
khj10**|진짜 너무 원하던 바지핏!!! 너무 맘에들어요 역시 고고싱입니다길이랑 색이 특히 너무 이뻐욯ㅎㅎㅎㅎ
73417207**|봄여름가을에 입기좋을거 같아요! 허리 잡아줘서 핏이 진짜 예뻐요!ㅠㅠ 근데 한가지 아쉬운건 배송올때 프릴부분에 잔주름이 있었어요 근데 펴서 입으면 되니깐 상관없을거 같구 사이즈는 저한테 딱이구 엄청 잘 입을거 같아요!! 마음에 들어여♡.♡
yura1**|화면에서 보이는 색 그대로 엄청 봄에 잘어울리는 화사한 색이에요 근데 착용가능사이즈가 66은 아닌거 같아요 여유있는 핏은 아니지만 촉감도 부드럽고 따뜻하고 너무 좋습니당
yura1**|엄청얇아서 봄에만 입을 수 있을거같긴 한데 가격이 저렴하니까 괜찮아요 사진이랑 똑같고 아무 옷이랑 입어도 어울리고 무난한거같아요
i268**|생각한 것보다 길지 않았지만 너무 커요.... 그래도전 박시한 걸 좋아해서 최곱니다 ~
lolipop08**|입고지연으로 배송이 늦게 오긴 했지만 받아보니 배송불만이 없어지는 기분이었어요 !! 엄마랑 아빠 모두 예쁘다고 칭찬해주셧구 저렴한 가격으로 잘 산 것 같아요 ! 절대 만육천원으로 안보이는 그런 가방이에요 ㅠㅅㅠ 만족해요 완존 !!!!!
hunju6**|핏이 딱 잡아주는게 맘에 들었어요 신축성 있는 디자인은 아니지만 라인을 되게 예쁘게 잡아주는거 같아요
hunju6**|디자인 슬림하게 나와서 더 좋은거 같아요 여러모로걱정이 많았는데 예뻐요 바지보다는 치마가 더 이쁜듯해요
lyo**|겨울용 남방이 필요했었는데 좋아요좀 커서 체구가 작으신 분들은 많이 헐렁 거릴 것 같아여 팔 소매도 길고 이점 참고하세요
30428558**|디자인도 색도 깨끗하고 예뻐요~ ^^ 가격이 저렴해서 혹시 싼티날까 걱정했는데 전혀 그런거 없습니다.
44732424**|편해요
thsus81**|제 다리에 살이 많은 편이라 안 들어가면 어쩌지.. 아 입기 힘들겠다 라는 생각이 택배 받자마자 들었는데 다행히! 완전 편해여 ㅜㅜㅠㅠ 완전 잘 들어가고 완전 잘 늘어나요 ㅋㅋㅋㅋㅋㅋㅋ 하나 더 사고싶아요!!!!
thsus81**|사이즈 프리라고 써있는데 분명 165cm 넘기는 분들은 못 입어요 제 키가 161인데도 너무 짧고.. 뒤에 밴딩이 있긴 한데 그게 내 허리대로 늘어나는 기분이 아니라 밴딩이 더 내 허리를 조이는 느낌입니다 ㅜ 고고싱 옷 중에는 나름 가격이 있는 편 같아서 기대를 했는데 기대 이하였어요
syndrome12**|니트 안에 입기 꿀 좋은 아이템!! 살짝 두툼해서 보온럭까지 짱짱입니당!! 몸에 촥 달라붙어서 좋아욥 !!
syndrome12**|이거 따뜻하구 이뻐요! 치마랑 같이 입어두 귀여워요! 단점은 옷이 두꺼워서 치마 안쪽에 넣기가 힘들다는 건데 이쁘니깐...♥괜찮았어요!
syndrome12**|이거 진짜 귀여워요!!! 옷이 생각보다 루즈해서 그냥 레깅스랑 입어두 될정도에요!! 안에다 껴입거 입어두 부해보이는 느낌이 없어요~~!!추천드랴용!! 생각보다 목부분이 길긴한데 잘 접으면 따뜻하구 굿!
kckjy10**|색깔도 나쁘지않고 블라우스랑 입으면 이쁠것같아요 고고싱에서 다른 블라우스도 시켰는데 그거랑 입을려고요 자크가 주름쪽에 잘 안올라가는거 빼고 괜찮아요 안에 평소에 딱붙는 치마입으면 올라가는게있는데 바지가 있어서 속바지안입어도 되고 걱정없을것 같아요!
leb4**|레이스 치마 매년마다 한상 찾아봤는데 제 마음에 든게 없어서 항상 실패 했는데 이렇게 고고싱에서 이쁜 레이스 치마가 나와서 너무 좋아요~~~코디한거처럼 입으려고 세트로 다 샀어요 진짜 후회 안하고 이뻐용 고민하시는분들 빨리 사세요~~~~
syndrome12**|이거진심 넘나 활용적이에오 ㅠㅠ 일할때 입기드 좋구 패딩 안에다 입어두 좋아요!!생각보다 크기가 크긴 했지만 넘나 좋아요!다들 어디서 샀냐고들 물어봐요!!
leb4**|작년부터 사고 싶었는데 지금 사서 너무 좋아요  한상 고고싱에서 사고 있어요~~~~~
skyblue4**|핏이 정말정말 예쁜 코트에요. 코코아색 구입하고 너무 만족스러워서 블랙도 하나 더 샀습니다. 옷마감처리도 깔끔하게 잘 왔네요.
skyblue4**|모니터 화면 색상 그대로에요 마음에 들어요ㅎㅎ 색 종류도 많아서 종류별로 몇개씩 사두고싶을 정도. 잘신을게요
ys02**|저렴히 잘산거 같아용 한철 입지좋은 정도??색도 이쁘고 핏도 이뻐서 잘 입고다닐 것 같아용
ys02**|따뜻한데 겨드랑이부분이 뭔가 불편해요 ㅋㅋ 그래도 못입을정도로 불편한게 아니라 뭔가 살짝 뜨는?느낌이라서 입을만해용
52209481**|흔하게 보이지 않아서 구매했어요 오래 기다려서 받았는데 생각보다 얇아요 안에 히트텍 입고 입으면 따뜻할거같아요 색이 밝아서 화사해보이구요~ 구김이 조금 져서 왔는데 스팀다리미로 펴서 입으려구요 ㅋㅋ 주말이 기다려지네요!
667905171**|아직 가방 매고 나갈 일이 없어서 코디샷은 못찍었지만, 가방 정말 예뻐요!! 친구들도 다 예쁘다하고 생각보다 조금 작긴했지만, 들어갈 물건은 웬만해서 들어갈거에요!! 베이지 색 진짜 너무 예뻐요 앞으로 잘 들고 다닐 것 같아요 다른 예쁜 가방 나오면 또 구매하고 싶네요❣️
intelli**|이거 왜 안사는지 모르겠음 ㅜㅜ 그냥 딱 봤을 때부터 예쁘고 맘에 들었는데 이 가격이면 당연히 사야죠ㅜ 약간 복고풍 느낌에 어깡 심하긴한데 이건 입다보면 괜찮아질 것 같고 완전 따시고 주머니 위치도 맘에들어요ㅜ 코랄오렌지 색깔도 예뻐욥
intelli**|생각했던 것보다 완전 커요!! 끈도 두꺼워서 튼튼해보이고 좋아요! 가볍게 여행갈 때 써도 될 것 같아요!
intelli**|완전 짱짱하게 목부터 몸까지 다 잡아줍니당. 생각보다 두껍고 이너로 따뜻하게 잘 입을 수 있을 것 같아요!!
intelli**|블랙이랑 그레이샀어요. 목이 짱짱하고 생각보다 깁니다. 그리고 그렇게 두껍진 않아요! 핏은 예뻐요~!
thfk28**|이판사판 할인으로 3,000원에 니트 구매 했어요-!레드 색상 구매했구요, 짱한 레드가 아니여서부담없이 입기 좋은거 같아요 ^-^
boa1716**|가격이 저렴해서 구매했는데 신발에 가죽이 너무 힘이없어요ㅠㅠㅠㅠ진짜... 이거 몇번 못신고 버려야할거같아요 그리고 4cm 라고 적혀 있었는데 전혀 ...그렇게 느껴지지 않구요 많이 걸으면 발 아플거 같아요 비추입니다. .돈 더주고 더 좋은거 사세요
boa1716**|집에 스타킹에 같이 신을 양말이 없었서 구매했는데 쫀쫀하고 이뻐요 맘에 들어요 다른 색상도 구매할껍니당
boa1716**|원래 가격에 50프로 할인 받아서 브라운 색 구매했는데 크기가 박시하게 나온 편이라서 마음에 들고 안에도 보들보들하고 좋아요 근데 한번 빨고 나면 숨이 죽을거 같네요ㅜㅜㅜ역시..그냥 유니클로에서 양털기모집업 사는게 낭아요 근데 색상이 이뻐서 삿어용
gpdls80**|배송은 19일날 주문했는데 24일날 왔어요 모델분이 입은거 봣을땐 이뻣는데 제가 입으니까 역시나 안어울리더라구요.. 옷은 이쁘긴 한데 치마가 안어울려서 다른 사람 줄려구요 잘입을게요
ldldb**|옷 디자인은 참이쁜데 가격대비 질이...ㅠㅠㅠ 자크부분이 연약해보여요...힘주면 부러질것같아여 고고싱은디자인은 참이쁜데 질면에서 좀 아쉬운게 많은것같습니다
heizu**|골덴바지 홀릭 될것 같아요 너무 이쁩니다 ㅠㅠ 핏도 딱 예쁘게 떨어지고 길이도 적당해요!!
heizu**|이거 너무 만족스러워요 진짜ㅠㅠㅠㅠㅠ 예쁜것도 예쁜거지만 엄청 따뜻해서 웬만큼 추운 날은 니트랑 이것만 입고 다녀요!
heizu**|의외로 어떤 옷에도 무난하게 잘 어울려서 놀랐어요! 요즘 날씨 엄청 추운데 정수리 보호 잘하구 있습니다 ㅎㅎ
heizu**|너무 예뻐서 매일 들고 다니고 있어요 ㅠㅠ 꼭 끈 조이지 않고 들고다녀고 완전 예뻐서 만족입니당 !!
css50**|일단 배송 지이이인짜 빨랐어요ㅋㅋㅋㅋ감동..ㅠㅠ그리고 가격이 저렴해서 별로 기대 안 했는데 진짜..예뻐요..사이즈도 딱이구요 후기에는 색상이 실물이랑 다르다는 얘기가 많은데 전 오히려 실물이 더 예뻤슴다..감사해여!
ima**|색상 완전이뻐요ㅋㅋ 원래 목폴라티는 답답해서 잘안입게되던데 반폴라서 적당히 따뜻하구 좋아용~!!
ima**|이 가격에 이정도면 고퀄리티입니다~ 색상도 딱 맘에드는 그레이에요ㅎㅎㅎ 이뻐요!! 싸게 잘 구매한거같아요
ima**|이뻐요~근데 가슴사이즈가 있으면 좀 부해보일수도 있어요ㅠㅠ길이도 괜찮고 얇아서 봄에 가디건입고 입으면 더예쁠거같아요
ssudo**|L사이즈로 구매했는대 딱 맞아요!~~잘산거같아요!치마바지라서 더 편하게 입을 수 있을것 같아요
lovely**|짱 예뻐요 ! 엄마가 먼저 신어보셨는데 최고,, 편하구 이뿌구 얼른 신고 나가고싶어요 엉엉 노란색두 사고싶어요 ... 정사이즈로구매하세용 다들
hongm**|생각보다 샤랄라한느낌은없는데 가볍고 길이도딱 적당하고 이가격에 이옷이면 잘삿다고생각해서 계속입으려구요 ㅎㅎ 봄에 입으면 참 좋을것같구 옆에 끈이 쫌만 더 밑에있으면 허리가 더 잘록해서 진짜 이쁠것같은데 그게 좀 아쉽네요 ㅠㅠ
hongm**|검정색 속옷입고 사진찍었는데 비침이심하지도 않구 보자마자  너무 이뻐서 바로 구매했는데 잘 산것같아요 고고싱에 요즘 이쁜 블라우스 많은 것같아서 다른것도 얼른사야겠어요 리본매두이쁘고안매도 깔끔하니 이쁘고 어깨선도 너무 맘에 들어요
soomin02**|와 이 바지 정말 최고에요! 일단 색깔도 딱 제가 원하는 색이네요 색깔 겹칠까봐 걱정했는데 다행히 집에 없는 색이에요! 배송도 하루만에 와서 놀랐어요~ 그리고 입자마자 감동했습니다 일자바지 처음 도전해보는건데 바지가 너무 편해요ㅠ 아무래도 일자바지다 보니 종아리에 무리도 덜 가는것같고 핏도 장난 없습니당! 저는 사계절 입고싶어서 기모없는 걸로했는데 기모없는게 좋은것같네요! 봄 되면 이쁘게 입고 다닐 수 있을것같습니다! 사진에선 약간 쨍하게 나왔는데 실제론 안그래요! 흠이 있다면 컷팅된 자리가 실밥이 좀 많긴한데 잘 다듬어 주면 될것같아요 고민하시는분들 꼭 사세요 추천합니다~!
bubble09**|재질이 너무 부드러워서 새삼 놀랐어요ㅜ!!색상도 너무 이쁘고 다른 색상 모두 구매각이에용^^.
bubble09**|색상도 마음에 들고 디자인이랑 길이 모두 만족스러워요♥다른 색상도 구매하고 싶네요^^~! 많이 파세용!
bubble09**|제가 상세페이지를 자세히 못봐서 그런지 옆에가 짧더라구요ㅜ색상은 사진이랑 똑같아서 마음에 들어요~기장이 조금 아쉽네용 :-)
rudwls**|차콜 구매했어요! 보자마자 너무이뻐고 고민없이 구매했습니당 은근 두툼해서 따뜻하고 길이도 적당하구요 프릴도 주름이 망가지지않고 잘 잡힙니다 이뻐요ㅠㅠ!
morning20**|아이보리색 정말 예쁩니다 !!되게 따뜻해보이고 원피스랑 같이 입으면 정말 예쁩니다매우 만족입니당
morning20**|니트가 매우 예쁘고 색깔도 정말 예쁩니다><!와인 굳굳뭔가 따뜻해보여요 매우 만족입니당
a9511**|스판이 많진 않지만 적당히 있어서 편해요면이고 검정색이라 먼지가 좀 많이 달라붙긴 하지만 ㅜㅜ기장이 살짝 짧긴 한데 적당한 편이고 트임도 예뻐서 맘에 들어요!
morning20**|진짜 제가 산 옷들중 제일 예쁜것 같습니다 ㅜㅜㅜㅜ자수가 진짜 예술 굳굳매우 만족합니당^^!
morning20**|조금 싼티나기는 하지만 그래도 가격만큼은 합니다간단하게 들고다니기에는 딱좋습니당 ^^!만족
morning20**|생각한거 보다 너무 예뻐서 놀랐습니다 !!!진짜 사면 후회 안하실꺼에용매우 만족입니당^^!
milky7**|요새 인디블루 색상에 꽂혀서인디블루 색상 옷을 많이 사는데후드가 너무 예뻐서 샀어요모자도 큼직하게 핏이 잘 잡혀 잇어 좋구안에 기모에다가 겉소재도 그냥 면인줄 알고 샀는데 구김이 잘 안가는 부들부들한 소재라 너무 마음에 들어요길이가 엉덩이를 덮어서 편하게 레깅스에 입어도 좋을 듯해요
